# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;kanohi pakiri;kanohi|pakiri
	🏋🏾‍♀️;wahine hiki taumaha: kiri āhua waenga-parauri;kaihiki taumaha|kiri āhua waenga-parauri|wahine|wahine hiki taumaha|wahine hiki taumaha: kiri āhua waenga-parauri
	🏋🏿‍♀️;wahine hiki taumaha: kiri āhua parauri;kaihiki taumaha|kiri āhua parauri|wahine|wahine hiki taumaha|wahine hiki taumaha: kiri āhua parauri
🚴;tangata eke pahikara;eke pahikara|kaieke pahikara|pahikara|tangata eke pahikara
	🚴🏻;tangata eke pahikara: kiri āhua māmā;eke pahikara|kaieke pahikara|kiri āhua māmā|pahikara|tangata eke pahikara|tangata eke pahikara: kiri āhua māmā
	🚴🏼;tangata eke pahikara: kiri āhua māmā-waenga;eke pahikara|kaieke pahikara|kiri āhua māmā-waenga|pahikara|tangata eke pahikara|tangata eke pahikara: kiri āhua māmā-waenga
	🚴🏽;tangata eke pahikara: kiri āhua waenga;eke pahikara|kaieke pahikara|kiri āhua waenga|pahikara|tangata eke pahikara|tangata eke pahikara: kiri āhua waenga
	🚴🏾;tangata eke pahikara: kiri āhua waenga-parauri;eke pahikara|kaieke pahikara|kiri āhua waenga-parauri|pahikara|tangata eke pahikara|tangata eke pahikara: kiri āhua waenga-parauri
	🚴🏿;tangata eke pahikara: kiri āhua parauri;eke pahikara|kaieke pahikara|kiri āhua parauri|pahikara|tangata eke pahikara|tangata eke pahikara: kiri āhua parauri
🚴‍♂️;tāne eke pahikara;eke pahikara|kaieke pahikara|pahikara|tāne|tāne eke pahikara
	🚴🏻‍♂️;tāne eke pahikara: kiri āhua māmā;eke pahikara|kaieke pahikara|kiri āhua māmā|pahikara|tāne|tāne eke pahikara|tāne eke pahikara: kiri āhua māmā
	🚴🏼‍♂️;tāne eke pahikara: kiri āhua māmā-waenga;eke pahikara|kaieke pahikara|kiri āhua māmā-waenga|pahikara|tāne|tāne eke pahikara|tāne eke pahikara: kiri āhua māmā-waenga
	🚴🏽‍♂️;tāne eke pahikara: kiri āhua waenga;eke pahikara|kaieke pahikara|kiri āhua waenga|pahikara|tāne|tāne eke pahikara|tāne eke pahikara: kiri āhua waenga
	🚴🏾‍♂️;tāne eke pahikara: kiri āhua waenga-parauri;eke pahikara|kaieke pahikara|kiri āhua waenga-parauri|pahikara|tāne|tāne eke pahikara|tāne eke pahikara: kiri āhua waenga-parauri
	🚴🏿‍♂️;tāne eke pahikara: kiri āhua parauri;eke pahikara|kaieke pahikara|kiri āhua parauri|pahikara|tāne|tāne eke pahikara|tāne eke pahikara: kiri āhua parauri
🚴‍♀️;wahine eke pahikara;eke pahikara|kaieke pahikara|pahikara|wahine|wahine eke pahikara
	🚴🏻‍♀️;wahine eke pahikara: kiri āhua māmā;eke pahikara|kaieke pahikara|kiri āhua māmā|pahikara|wahine|wahine eke pahikara|wahine eke pahikara: kiri āhua māmā
	🚴🏼‍♀️;wahine eke pahikara: kiri āhua māmā-waenga;eke pahikara|kaieke pahikara|kiri āhua māmā-waenga|pahikara|wahine|wahine eke pahikara|wahine eke pahikara: kiri āhua māmā-waenga
	🚴🏽‍♀️;wahine eke pahikara: kiri āhua waenga;eke pahikara|kaieke pahikara|kiri āhua waenga|pahikara|wahine|wahine eke pahikara|wahine eke pahikara: kiri āhua waenga
	🚴🏾‍♀️;wahine eke pahikara: kiri āhua waenga-parauri;eke pahikara|kaieke pahikara|kiri āhua waenga-parauri|pahikara|wahine|wahine eke pahikara|wahine eke pahikara: kiri āhua waenga-parauri
	🚴🏿‍♀️;wahine eke pahikara: kiri āhua parauri;eke pahikara|kaieke pahikara|kiri āhua parauri|pahikara|wahine|wahine eke pahikara|wahine eke pahikara: kiri āhua parauri
🚵;tangata eke pahikara maunga;kaieke pahikara|maunga|pahikara|tangata eke pahikara maunga
	🚵🏻;tangata eke pahikara maunga: kiri āhua māmā;kaieke pahikara|kiri āhua māmā|maunga|pahikara|tangata eke pahikara maunga|tangata eke pahikara maunga: kiri āhua māmā
	🚵🏼;tangata eke pahikara maunga: kiri āhua māmā-waenga;kaieke pahikara|kiri āhua māmā-waenga|maunga|pahikara|tangata eke pahikara maunga|tangata eke pahikara maunga: kiri āhua māmā-waenga
	🚵🏽;tangata eke pahikara maunga: kiri āhua waenga;kaieke pahikara|kiri āhua waenga|maunga|pahikara|tangata eke pahikara maunga|tangata eke pahikara maunga: kiri āhua waenga
	🚵🏾;tangata eke pahikara maunga: kiri āhua waenga-parauri;kaieke pahikara|kiri āhua waenga-parauri|maunga|pahikara|tangata eke pahikara maunga|tangata eke pahikara maunga: kiri āhua waenga-parauri
	🚵🏿;tangata eke pahikara maunga: kiri āhua parauri;kaieke pahikara|kiri āhua parauri|maunga|pahikara|tangata eke pahikara maunga|tangata eke pahikara maunga: kiri āhua parauri
🚵‍♂️;tāne eke pahikara maunga;kaieke pahikara|maunga|pahikara|tāne|tāne eke pahikara maunga
	🚵🏻‍♂️;tāne eke pahikara maunga: kiri āhua māmā;kaieke pahikara|kiri āhua māmā|maunga|pahikara|tāne|tāne eke pahikara maunga|tāne eke pahikara maunga: kiri āhua māmā
	🚵🏼‍♂️;tāne eke pahikara maunga: kiri āhua māmā-waenga;kaieke pahikara|kiri āhua māmā-waenga|maunga|pahikara|tāne|tāne eke pahikara maunga|tāne eke pahikara maunga: kiri āhua māmā-waenga
	🚵🏽‍♂️;tāne eke pahikara maunga: kiri āhua waenga;kaieke pahikara|kiri āhua waenga|maunga|pahikara|tāne|tāne eke pahikara maunga|tāne eke pahikara maunga: kiri āhua waenga
	🚵🏾‍♂️;tāne eke pahikara maunga: kiri āhua waenga-parauri;kaieke pahikara|kiri āhua waenga-parauri|maunga|pahikara|tāne|tāne eke pahikara maunga|tāne eke pahikara maunga: kiri āhua waenga-parauri
	🚵🏿‍♂️;tāne eke pahikara maunga: kiri āhua parauri;kaieke pahikara|kiri āhua parauri|maunga|pahikara|tāne|tāne eke pahikara maunga|tāne eke pahikara maunga: kiri āhua parauri
🚵‍♀️;wahine eke pahikara maunga;eke pahikara|kaieke pahikara|maunga|pahikara|wahine|wahine eke pahikara maunga
	🚵🏻‍♀️;wahine eke pahikara maunga: kiri āhua māmā;eke pahikara|kaieke pahikara|kiri āhua māmā|maunga|pahikara|wahine|wahine eke pahikara maunga|wahine eke pahikara maunga: kiri āhua māmā
	🚵🏼‍♀️;wahine eke pahikara maunga: kiri āhua māmā-waenga;eke pahikara|kaieke pahikara|kiri āhua māmā-waenga|maunga|pahikara|wahine|wahine eke pahikara maunga|wahine eke pahikara maunga: kiri āhua māmā-waenga
	🚵🏽‍♀️;wahine eke pahikara maunga: kiri āhua waenga;eke pahikara|kaieke pahikara|kiri āhua waenga|maunga|pahikara|wahine|wahine eke pahikara maunga|wahine eke pahikara maunga: kiri āhua waenga
	🚵🏾‍♀️;wahine eke pahikara maunga: kiri āhua waenga-parauri;eke pahikara|kaieke pahikara|kiri āhua waenga-parauri|maunga|pahikara|wahine|wahine eke pahikara maunga|wahine eke pahikara maunga: kiri āhua waenga-parauri
	🚵🏿‍♀️;wahine eke pahikara maunga: kiri āhua parauri;eke pahikara|kaieke pahikara|kiri āhua parauri|maunga|pahikara|wahine|wahine eke pahikara maunga|wahine eke pahikara maunga: kiri āhua parauri
🤸;tangata kātawīra;kātawīra|takaporepore|tangata kātawīra
	🤸🏻;tangata kātawīra: kiri āhua māmā;kātawīra|kiri āhua māmā|takaporepore|tangata kātawīra|tangata kātawīra: kiri āhua māmā
	🤸🏼;tangata kātawīra: kiri āhua māmā-waenga;kātawīra|kiri āhua māmā-waenga|takaporepore|tangata kātawīra|tangata kātawīra: kiri āhua māmā-waenga
	🤸🏽;tangata kātawīra: kiri āhua waenga;kātawīra|kiri āhua waenga|takaporepore|tangata kātawīra|tangata kātawīra: kiri āhua waenga
	🤸🏾;tangata kātawīra: kiri āhua waenga-parauri;kātawīra|kiri āhua waenga-parauri|takaporepore|tangata kātawīra|tangata kātawīra: kiri āhua waenga-parauri
	🤸🏿;tangata kātawīra: kiri āhua parauri;kātawīra|kiri āhua parauri|takaporepore|tangata kātawīra|tangata kātawīra: kiri āhua parauri
🤸‍♂️;tāne kātawīra;kātawīra|takaporepore|tāne
	🤸🏻‍♂️;tāne kātawīra: kiri āhua māmā;kātawīra|kiri āhua māmā|takaporepore|tāne|tāne kātawīra: kiri āhua māmā
	🤸🏼‍♂️;tāne kātawīra: kiri āhua māmā-waenga;kātawīra|kiri āhua māmā-waenga|takaporepore|tāne|tāne kātawīra: kiri āhua māmā-waenga
	🤸🏽‍♂️;tāne kātawīra: kiri āhua waenga;kātawīra|kiri āhua waenga|takaporepore|tāne|tāne kātawīra: kiri āhua waenga
	🤸🏾‍♂️;tāne kātawīra: kiri āhua waenga-parauri;kātawīra|kiri āhua waenga-parauri|takaporepore|tāne|tāne kātawīra: kiri āhua waenga-parauri
	🤸🏿‍♂️;tāne kātawīra: kiri āhua parauri;kātawīra|kiri āhua parauri|takaporepore|tāne|tāne kātawīra: kiri āhua parauri
🤸‍♀️;wahine kātawīra;kātawīra|takaporepore|wahine
	🤸🏻‍♀️;wahine kātawīra: kiri āhua māmā;kātawīra|kiri āhua māmā|takaporepore|wahine|wahine kātawīra: kiri āhua māmā
	🤸🏼‍♀️;wahine kātawīra: kiri āhua māmā-waenga;kātawīra|kiri āhua māmā-waenga|takaporepore|wahine|wahine kātawīra: kiri āhua māmā-waenga
	🤸🏽‍♀️;wahine kātawīra: kiri āhua waenga;kātawīra|kiri āhua waenga|takaporepore|wahine|wahine kātawīra: kiri āhua waenga
	🤸🏾‍♀️;wahine kātawīra: kiri āhua waenga-parauri;kātawīra|kiri āhua waenga-parauri|takaporepore|wahine|wahine kātawīra: kiri āhua waenga-parauri
	🤸🏿‍♀️;wahine kātawīra: kiri āhua parauri;kātawīra|kiri āhua parauri|takaporepore|wahine|wahine kātawīra: kiri āhua parauri
🤼;tāngata mamau;kaimamau|mamau|tāngata mamau
🤼‍♂️;tāne mamau;mamau|tāne
🤼‍♀️;wāhine mamau;mamau|wāhine
🤽;tangata tākaro poro wai;poro|tangata tākaro poro wai|wai
	🤽🏻;tangata tākaro poro wai: kiri āhua māmā;kiri āhua māmā|poro|tangata tākaro poro wai|tangata tākaro poro wai: kiri āhua māmā|wai
	🤽🏼;tangata tākaro poro wai: kiri āhua māmā-waenga;kiri āhua māmā-waenga|poro|tangata tākaro poro wai|tangata tākaro poro wai: kiri āhua māmā-waenga|wai
	🤽🏽;tangata tākaro poro wai: kiri āhua waenga;kiri āhua waenga|poro|tangata tākaro poro wai|tangata tākaro poro wai: kiri āhua waenga|wai
	🤽🏾;tangata tākaro poro wai: kiri āhua waenga-parauri;kiri āhua waenga-parauri|poro|tangata tākaro poro wai|tangata tākaro poro wai: kiri āhua waenga-parauri|wai
	🤽🏿;tangata tākaro poro wai: kiri āhua parauri;kiri āhua parauri|poro|tangata tākaro poro wai|tangata tākaro poro wai: kiri āhua parauri|wai
🤽‍♂️;tāne tākaro poro wai;poro wai|tāne|tāne tākaro poro wai
	🤽🏻‍♂️;tāne tākaro poro wai: kiri āhua māmā;kiri āhua māmā|poro wai|tāne|tāne tākaro poro wai|tāne tākaro poro wai: kiri āhua māmā
	🤽🏼‍♂️;tāne tākaro poro wai: kiri āhua māmā-waenga;kiri āhua māmā-waenga|poro wai|tāne|tāne tākaro poro wai|tāne tākaro poro wai: kiri āhua māmā-waenga
	🤽🏽‍♂️;tāne tākaro poro wai: kiri āhua waenga;kiri āhua waenga|poro wai|tāne|tāne tākaro poro wai|tāne tākaro poro wai: kiri āhua waenga
	🤽🏾‍♂️;tāne tākaro poro wai: kiri āhua waenga-parauri;kiri āhua waenga-parauri|poro wai|tāne|tāne tākaro poro wai|tāne tākaro poro wai: kiri āhua waenga-parauri
	🤽🏿‍♂️;tāne tākaro poro wai: kiri āhua parauri;kiri āhua parauri|poro wai|tāne|tāne tākaro poro wai|tāne tākaro poro wai: kiri āhua parauri
🤽‍♀️;wahine tākaro poro wai;poro wai|wahine|wahine tākaro poro wai
	🤽🏻‍♀️;wahine tākaro poro wai: kiri āhua māmā;kiri āhua māmā|poro wai|wahine|wahine tākaro poro wai|wahine tākaro poro wai: kiri āhua māmā
	🤽🏼‍♀️;wahine tākaro poro wai: kiri āhua māmā-waenga;kiri āhua māmā-waenga|poro wai|wahine|wahine tākaro poro wai|wahine tākaro poro wai: kiri āhua māmā-waenga
	🤽🏽‍♀️;wahine tākaro poro wai: kiri āhua waenga;kiri āhua waenga|poro wai|wahine|wahine tākaro poro wai|wahine tākaro poro wai: kiri āhua waenga
	🤽🏾‍♀️;wahine tākaro poro wai: kiri āhua waenga-parauri;kiri āhua waenga-parauri|poro wai|wahine|wahine tākaro poro wai|wahine tākaro poro wai: kiri āhua waenga-parauri
	🤽🏿‍♀️;wahine tākaro poro wai: kiri āhua parauri;kiri āhua parauri|poro wai|wahine|wahine tākaro poro wai|wahine tākaro poro wai: kiri āhua parauri
🤾;tangata tākaro poiringa;poiringa|pōro|tangata tākaro poiringa
	🤾🏻;tangata tākaro poiringa: kiri āhua māmā;kiri āhua māmā|poiringa|pōro|tangata tākaro poiringa|tangata tākaro poiringa: kiri āhua māmā
	🤾🏼;tangata tākaro poiringa: kiri āhua māmā-waenga;kiri āhua māmā-waenga|poiringa|pōro|tangata tākaro poiringa|tangata tākaro poiringa: kiri āhua māmā-waenga
	🤾🏽;tangata tākaro poiringa: kiri āhua waenga;kiri āhua waenga|poiringa|pōro|tangata tākaro poiringa|tangata tākaro poiringa: kiri āhua waenga
	🤾🏾;tangata tākaro poiringa: kiri āhua waenga-parauri;kiri āhua waenga-parauri|poiringa|pōro|tangata tākaro poiringa|tangata tākaro poiringa: kiri āhua waenga-parauri
	🤾🏿;tangata tākaro poiringa: kiri āhua parauri;kiri āhua parauri|poiringa|pōro|tangata tākaro poiringa|tangata tākaro poiringa: kiri āhua parauri
🤾‍♂️;tāne tākaro poiringa;poiringa|tāne|tāne tākaro poiringa
	🤾🏻‍♂️;tāne tākaro poiringa: kiri āhua māmā;kiri āhua māmā|poiringa|tāne|tāne tākaro poiringa|tāne tākaro poiringa: kiri āhua māmā
	🤾🏼‍♂️;tāne tākaro poiringa: kiri āhua māmā-waenga;kiri āhua māmā-waenga|poiringa|tāne|tāne tākaro poiringa|tāne tākaro poiringa: kiri āhua māmā-waenga
	🤾🏽‍♂️;tāne tākaro poiringa: kiri āhua waenga;kiri āhua waenga|poiringa|tāne|tāne tākaro poiringa|tāne tākaro poiringa: kiri āhua waenga
	🤾🏾‍♂️;tāne tākaro poiringa: kiri āhua waenga-parauri;kiri āhua waenga-parauri|poiringa|tāne|tāne tākaro poiringa|tāne tākaro poiringa: kiri āhua waenga-parauri
	🤾🏿‍♂️;tāne tākaro poiringa: kiri āhua parauri;kiri āhua parauri|poiringa|tāne|tāne tākaro poiringa|tāne tākaro poiringa: kiri āhua parauri
🤾‍♀️;wahine tākaro poiringa;poiringa|wahine|wahine tākaro poiringa
	🤾🏻‍♀️;wahine tākaro poiringa: kiri āhua māmā;kiri āhua māmā|poiringa|wahine|wahine tākaro poiringa|wahine tākaro poiringa: kiri āhua māmā
	🤾🏼‍♀️;wahine tākaro poiringa: kiri āhua māmā-waenga;kiri āhua māmā-waenga|poiringa|wahine|wahine tākaro poiringa|wahine tākaro poiringa: kiri āhua māmā-waenga
	🤾🏽‍♀️;wahine tākaro poiringa: kiri āhua waenga;kiri āhua waenga|poiringa|wahine|wahine tākaro poiringa|wahine tākaro poiringa: kiri āhua waenga
	🤾🏾‍♀️;wahine tākaro poiringa: kiri āhua waenga-parauri;kiri āhua waenga-parauri|poiringa|wahine|wahine tākaro poiringa|wahine tākaro poiringa: kiri āhua waenga-parauri
	🤾🏿‍♀️;wahine tākaro poiringa: kiri āhua parauri;kiri āhua parauri|poiringa|wahine|wahine tākaro poiringa|wahine tākaro poiringa: kiri āhua parauri
🤹;tangata whiuwhiu;mahitakimaha|pūkenga|tangata whiuwhiu|whakataurite|whiuwhiu
	🤹🏻;tangata whiuwhiu: kiri āhua māmā;kiri āhua māmā|mahitakimaha|pūkenga|tangata whiuwhiu|tangata whiuwhiu: kiri āhua māmā|whakataurite|whiuwhiu
	🤹🏼;tangata whiuwhiu: kiri āhua māmā-waenga;kiri āhua māmā-waenga|mahitakimaha|pūkenga|tangata whiuwhiu|tangata whiuwhiu: kiri āhua māmā-waenga|whakataurite|whiuwhiu
	🤹🏽;tangata whiuwhiu: kiri āhua waenga;kiri āhua waenga|mahitakimaha|pūkenga|tangata whiuwhiu|tangata whiuwhiu: kiri āhua waenga|whakataurite|whiuwhiu
	🤹🏾;tangata whiuwhiu: kiri āhua waenga-parauri;kiri āhua waenga-parauri|mahitakimaha|pūkenga|tangata whiuwhiu|tangata whiuwhiu: kiri āhua waenga-parauri|whakataurite|whiuwhiu
	🤹🏿;tangata whiuwhiu: kiri āhua parauri;kiri āhua parauri|mahitakimaha|pūkenga|tangata whiuwhiu|tangata whiuwhiu: kiri āhua parauri|whakataurite|whiuwhiu
🤹‍♂️;tāne whiuwhiu;mahitakimaha|tāne|whiuwhiu
	🤹🏻‍♂️;tāne whiuwhiu: kiri āhua māmā;kiri āhua māmā|mahitakimaha|tāne|tāne whiuwhiu: kiri āhua māmā|whiuwhiu
	🤹🏼‍♂️;tāne whiuwhiu: kiri āhua māmā-waenga;kiri āhua māmā-waenga|mahitakimaha|tāne|tāne whiuwhiu: kiri āhua māmā-waenga|whiuwhiu
	🤹🏽‍♂️;tāne whiuwhiu: kiri āhua waenga;kiri āhua waenga|mahitakimaha|tāne|tāne whiuwhiu: kiri āhua waenga|whiuwhiu
	🤹🏾‍♂️;tāne whiuwhiu: kiri āhua waenga-parauri;kiri āhua waenga-parauri|mahitakimaha|tāne|tāne whiuwhiu: kiri āhua waenga-parauri|whiuwhiu
	🤹🏿‍♂️;tāne whiuwhiu: kiri āhua parauri;kiri āhua parauri|mahitakimaha|tāne|tāne whiuwhiu: kiri āhua parauri|whiuwhiu
🤹‍♀️;wahine whiuwhiu;mahitakimaha|wahine|whiuwhiu
	🤹🏻‍♀️;wahine whiuwhiu: kiri āhua māmā;kiri āhua māmā|mahitakimaha|wahine|wahine whiuwhiu: kiri āhua māmā|whiuwhiu
	🤹🏼‍♀️;wahine whiuwhiu: kiri āhua māmā-waenga;kiri āhua māmā-waenga|mahitakimaha|wahine|wahine whiuwhiu: kiri āhua māmā-waenga|whiuwhiu
	🤹🏽‍♀️;wahine whiuwhiu: kiri āhua waenga;kiri āhua waenga|mahitakimaha|wahine|wahine whiuwhiu: kiri āhua waenga|whiuwhiu
	🤹🏾‍♀️;wahine whiuwhiu: kiri āhua waenga-parauri;kiri āhua waenga-parauri|mahitakimaha|wahine|wahine whiuwhiu: kiri āhua waenga-parauri|whiuwhiu
	🤹🏿‍♀️;wahine whiuwhiu: kiri āhua parauri;kiri āhua parauri|mahitakimaha|wahine|wahine whiuwhiu: kiri āhua parauri|whiuwhiu
🧘;tangata tūranga rotu;tangata tūranga rotu|whakaaro|yoga
	🧘🏻;tangata tūranga rotu: kiri āhua māmā;kiri āhua māmā|tangata tūranga rotu|tangata tūranga rotu: kiri āhua māmā|whakaaro|yoga
	🧘🏼;tangata tūranga rotu: kiri āhua māmā-waenga;kiri āhua māmā-waenga|tangata tūranga rotu|tangata tūranga rotu: kiri āhua māmā-waenga|whakaaro|yoga
	🧘🏽;tangata tūranga rotu: kiri āhua waenga;kiri āhua waenga|tangata tūranga rotu|tangata tūranga rotu: kiri āhua waenga|whakaaro|yoga
	🧘🏾;tangata tūranga rotu: kiri āhua waenga-parauri;kiri āhua waenga-parauri|tangata tūranga rotu|tangata tūranga rotu: kiri āhua waenga-parauri|whakaaro|yoga
	🧘🏿;tangata tūranga rotu: kiri āhua parauri;kiri āhua parauri|tangata tūranga rotu|tangata tūranga rotu: kiri āhua parauri|whakaaro|yoga
🧘‍♂️;tāne tūranga rotu;tāne tūranga rotu|whakaaro|yoga
	🧘🏻‍♂️;tāne tūranga rotu: kiri āhua māmā;kiri āhua māmā|tāne tūranga rotu|tāne tūranga rotu: kiri āhua māmā|whakaaro|yoga
	🧘🏼‍♂️;tāne tūranga rotu: kiri āhua māmā-waenga;kiri āhua māmā-waenga|tāne tūranga rotu|tāne tūranga rotu: kiri āhua māmā-waenga|whakaaro|yoga
	🧘🏽‍♂️;tāne tūranga rotu: kiri āhua waenga;kiri āhua waenga|tāne tūranga rotu|tāne tūranga rotu: kiri āhua waenga|whakaaro|yoga
	🧘🏾‍♂️;tāne tūranga rotu: kiri āhua waenga-parauri;kiri āhua waenga-parauri|tāne tūranga rotu|tāne tūranga rotu: kiri āhua waenga-parauri|whakaaro|yoga
	🧘🏿‍♂️;tāne tūranga rotu: kiri āhua parauri;kiri āhua parauri|tāne tūranga rotu|tāne tūranga rotu: kiri āhua parauri|whakaaro|yoga
🧘‍♀️;wahine tūranga rotu;wahine tūranga rotu|whakaaro|yoga
	🧘🏻‍♀️;wahine tūranga rotu: kiri āhua māmā;kiri āhua māmā|wahine tūranga rotu|wahine tūranga rotu: kiri āhua māmā|whakaaro|yoga
	🧘🏼‍♀️;wahine tūranga rotu: kiri āhua māmā-waenga;kiri āhua māmā-waenga|wahine tūranga rotu|wahine tūranga rotu: kiri āhua māmā-waenga|whakaaro|yoga
	🧘🏽‍♀️;wahine tūranga rotu: kiri āhua waenga;kiri āhua waenga|wahine tūranga rotu|wahine tūranga rotu: kiri āhua waenga|whakaaro|yoga
	🧘🏾‍♀️;wahine tūranga rotu: kiri āhua waenga-parauri;kiri āhua waenga-parauri|wahine tūranga rotu|wahine tūranga rotu: kiri āhua waenga-parauri|whakaaro|yoga
	🧘🏿‍♀️;wahine tūranga rotu: kiri āhua parauri;kiri āhua parauri|wahine tūranga rotu|wahine tūranga rotu: kiri āhua parauri|whakaaro|yoga
🛀;tangata kaukau ana;kaukau|tangata kaukau ana|tāpu kaukau
	🛀🏻;tangata kaukau ana: kiri āhua māmā;kaukau|kiri āhua māmā|tangata kaukau ana|tangata kaukau ana: kiri āhua māmā|tāpu kaukau
	🛀🏼;tangata kaukau ana: kiri āhua māmā-waenga;kaukau|kiri āhua māmā-waenga|tangata kaukau ana|tangata kaukau ana: kiri āhua māmā-waenga|tāpu kaukau
	🛀🏽;tangata kaukau ana: kiri āhua waenga;kaukau|kiri āhua waenga|tangata kaukau ana|tangata kaukau ana: kiri āhua waenga|tāpu kaukau
	🛀🏾;tangata kaukau ana: kiri āhua waenga-parauri;kaukau|kiri āhua waenga-parauri|tangata kaukau ana|tangata kaukau ana: kiri āhua waenga-parauri|tāpu kaukau
	🛀🏿;tangata kaukau ana: kiri āhua parauri;kaukau|kiri āhua parauri|tangata kaukau ana|tangata kaukau ana: kiri āhua parauri|tāpu kaukau
🛌;tangata rō moenga;hōtēra|moe|tangata rō moenga
	🛌🏻;tangata rō moenga: kiri āhua māmā;hōtēra|kiri āhua māmā|moe|tangata rō moenga|tangata rō moenga: kiri āhua māmā
	🛌🏼;tangata rō moenga: kiri āhua māmā-waenga;hōtēra|kiri āhua māmā-waenga|moe|tangata rō moenga|tangata rō moenga: kiri āhua māmā-waenga
	🛌🏽;tangata rō moenga: kiri āhua waenga;hōtēra|kiri āhua waenga|moe|tangata rō moenga|tangata rō moenga: kiri āhua waenga
