# Auto-generated by emojicon.py using CLDR v48
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;ihu ọchị;ezé|ihu|mara mma|na-achị ọchị|na-amụmụ ọnụ ọchị|nke ọma|obi ụtọ|ọchị
🏃‍♂️‍➡️;nwoke na-agba ọsọ: na-eche ihu aka nri;agbamụọsọ|aka|ihu|na-agba ọsọ|na-eche|na-eme egwuregwu inyinya|nri|nwoke|nwoke na-agba ọsọ
	🏃🏻‍♂️‍➡️;nwoke na-agba ọsọ: ọtanjele ahụ maka ọcha, na-eche ihu aka nri;agbamụọsọ|aka|ihu|na-agba ọsọ|na-eche|na-eme egwuregwu inyinya|nri|nwoke|nwoke na-agba ọsọ|ọtanjele ahụ maka ọcha
	🏃🏼‍♂️‍➡️;nwoke na-agba ọsọ: ọtanjele ahụ maka ọcha-ndịna etiti, na-eche ihu aka nri;agbamụọsọ|aka|ihu|na-agba ọsọ|na-eche|na-eme egwuregwu inyinya|nri|nwoke|nwoke na-agba ọsọ|ọtanjele ahụ maka ọcha-ndịna etiti
	🏃🏽‍♂️‍➡️;nwoke na-agba ọsọ: ọtanjele ahụ ndịna etiti, na-eche ihu aka nri;agbamụọsọ|aka|ihu|na-agba ọsọ|na-eche|na-eme egwuregwu inyinya|nri|nwoke|nwoke na-agba ọsọ|ọtanjele ahụ ndịna etiti
	🏃🏾‍♂️‍➡️;nwoke na-agba ọsọ: ọtanjele ahụ maka òji-ndịna etiti, na-eche ihu aka nri;agbamụọsọ|aka|ihu|na-agba ọsọ|na-eche|na-eme egwuregwu inyinya|nri|nwoke|nwoke na-agba ọsọ|ọtanjele ahụ maka òji-ndịna etiti
	🏃🏿‍♂️‍➡️;nwoke na-agba ọsọ: ọtanjele ahụ maka òji, na-eche ihu aka nri;agbamụọsọ|aka|ihu|na-agba ọsọ|na-eche|na-eme egwuregwu inyinya|nri|nwoke|nwoke na-agba ọsọ|ọtanjele ahụ maka òji
🧑‍🩰;onye na-agba egwú ballet;ballet|onye na-agba egwú
	🧑🏻‍🩰;onye na-agba egwú ballet: ọtanjele ahụ maka ọcha;ballet|onye na-agba egwú|ọtanjele ahụ maka ọcha
	🧑🏼‍🩰;onye na-agba egwú ballet: ọtanjele ahụ maka ọcha-ndịna etiti;ballet|onye na-agba egwú|ọtanjele ahụ maka ọcha-ndịna etiti
	🧑🏽‍🩰;onye na-agba egwú ballet: ọtanjele ahụ ndịna etiti;ballet|onye na-agba egwú|ọtanjele ahụ ndịna etiti
	🧑🏾‍🩰;onye na-agba egwú ballet: ọtanjele ahụ maka òji-ndịna etiti;ballet|onye na-agba egwú|ọtanjele ahụ maka òji-ndịna etiti
	🧑🏿‍🩰;onye na-agba egwú ballet: ọtanjele ahụ maka òji;ballet|onye na-agba egwú|ọtanjele ahụ maka òji
💃;nwanyị na-agba egwu;na-agba egwu|nwanyị|nwanyị na-agba egwu
	💃🏻;nwanyị na-agba egwu: ọtanjele ahụ maka ọcha;na-agba egwu|nwanyị|nwanyị na-agba egwu|ọtanjele ahụ maka ọcha
	💃🏼;nwanyị na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwanyị|nwanyị na-agba egwu|ọtanjele ahụ maka ọcha-ndịna etiti
	💃🏽;nwanyị na-agba egwu: ọtanjele ahụ ndịna etiti;na-agba egwu|nwanyị|nwanyị na-agba egwu|ọtanjele ahụ ndịna etiti
	💃🏾;nwanyị na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwanyị|nwanyị na-agba egwu|ọtanjele ahụ maka òji-ndịna etiti
	💃🏿;nwanyị na-agba egwu: ọtanjele ahụ maka òji;na-agba egwu|nwanyị|nwanyị na-agba egwu|ọtanjele ahụ maka òji
🕺;nwoke na-agba egwu;egwu|nwoke|nwoke na-agba egwu
	🕺🏻;nwoke na-agba egwu: ọtanjele ahụ maka ọcha;egwu|nwoke|nwoke na-agba egwu|ọtanjele ahụ maka ọcha
	🕺🏼;nwoke na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti;egwu|nwoke|nwoke na-agba egwu|ọtanjele ahụ maka ọcha-ndịna etiti
	🕺🏽;nwoke na-agba egwu: ọtanjele ahụ ndịna etiti;egwu|nwoke|nwoke na-agba egwu|ọtanjele ahụ ndịna etiti
	🕺🏾;nwoke na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti;egwu|nwoke|nwoke na-agba egwu|ọtanjele ahụ maka òji-ndịna etiti
	🕺🏿;nwoke na-agba egwu: ọtanjele ahụ maka òji;egwu|nwoke|nwoke na-agba egwu|ọtanjele ahụ maka òji
🕴️;nwoke yi akwà azụmaahịa na-efe n’elu;akwà|azụmaahịa|nwoke|nwoke yi akwà azụmaahịa na-efe n’elu
	🕴🏻;nwoke yi akwà azụmaahịa na-efe n’elu: ọtanjele ahụ maka ọcha;akwà|azụmaahịa|nwoke|nwoke yi akwà azụmaahịa na-efe n’elu|ọtanjele ahụ maka ọcha
	🕴🏼;nwoke yi akwà azụmaahịa na-efe n’elu: ọtanjele ahụ maka ọcha-ndịna etiti;akwà|azụmaahịa|nwoke|nwoke yi akwà azụmaahịa na-efe n’elu|ọtanjele ahụ maka ọcha-ndịna etiti
	🕴🏽;nwoke yi akwà azụmaahịa na-efe n’elu: ọtanjele ahụ ndịna etiti;akwà|azụmaahịa|nwoke|nwoke yi akwà azụmaahịa na-efe n’elu|ọtanjele ahụ ndịna etiti
	🕴🏾;nwoke yi akwà azụmaahịa na-efe n’elu: ọtanjele ahụ maka òji-ndịna etiti;akwà|azụmaahịa|nwoke|nwoke yi akwà azụmaahịa na-efe n’elu|ọtanjele ahụ maka òji-ndịna etiti
	🕴🏿;nwoke yi akwà azụmaahịa na-efe n’elu: ọtanjele ahụ maka òji;akwà|azụmaahịa|nwoke|nwoke yi akwà azụmaahịa na-efe n’elu|ọtanjele ahụ maka òji
👯;ndị mmadụ ndị na-agba egwu nwere nti ogologo;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu
	👯🏻;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha
	👯🏼;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti
	👯🏽;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ ndịna etiti
	👯🏾;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka òji-ndịna etiti
	👯🏿;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka òji
👯‍♂️;ụmụnwoke nwere nti ogologo na-agba egwu;na-agba egwu|nwere nti ogologo|ọgba egwu|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👯🏻‍♂️;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👯🏼‍♂️;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👯🏽‍♂️;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👯🏾‍♂️;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👯🏿‍♂️;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
👯‍♀️;ụmụnwanyi nwere nti ogologo na-agba egwu;na-agba egwu|nwere nti ogologo|ọgba egwu|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👯🏻‍♀️;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👯🏼‍♀️;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👯🏽‍♀️;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👯🏾‍♀️;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👯🏿‍♀️;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	🧑🏻‍🐰‍🧑🏼;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka ọcha-ndịna etiti
	🧑🏻‍🐰‍🧑🏽;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha, ọtanjele ahụ ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ ndịna etiti
	🧑🏻‍🐰‍🧑🏾;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji-ndịna etiti
	🧑🏻‍🐰‍🧑🏿;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha, ọtanjele ahụ maka òji;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji
	🧑🏼‍🐰‍🧑🏻;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ maka ọcha;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka ọcha-ndịna etiti
	🧑🏼‍🐰‍🧑🏽;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ ndịna etiti
	🧑🏼‍🐰‍🧑🏾;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji-ndịna etiti
	🧑🏼‍🐰‍🧑🏿;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ maka òji;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji
	🧑🏽‍🐰‍🧑🏻;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka ọcha;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ ndịna etiti
	🧑🏽‍🐰‍🧑🏼;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ ndịna etiti
	🧑🏽‍🐰‍🧑🏾;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka òji-ndịna etiti|ọtanjele ahụ ndịna etiti
	🧑🏽‍🐰‍🧑🏿;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka òji;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ ndịna etiti
	🧑🏾‍🐰‍🧑🏻;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ maka ọcha;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji-ndịna etiti
	🧑🏾‍🐰‍🧑🏼;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji-ndịna etiti
	🧑🏾‍🐰‍🧑🏽;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka òji-ndịna etiti|ọtanjele ahụ ndịna etiti
	🧑🏾‍🐰‍🧑🏿;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ maka òji;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ maka òji-ndịna etiti
	🧑🏿‍🐰‍🧑🏻;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji, ọtanjele ahụ maka ọcha;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji
	🧑🏿‍🐰‍🧑🏼;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji
	🧑🏿‍🐰‍🧑🏽;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji, ọtanjele ahụ ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ ndịna etiti
	🧑🏿‍🐰‍🧑🏾;ndị mmadụ ndị na-agba egwu nwere nti ogologo: ọtanjele ahụ maka òji, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|ndị mmadụ ndị na-agba egwu nwere nti ogologo|nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ maka òji-ndịna etiti
	👨🏻‍🐰‍👨🏼;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka ọcha-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏻‍🐰‍👨🏽;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha, ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏻‍🐰‍👨🏾;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏻‍🐰‍👨🏿;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha, ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏼‍🐰‍👨🏻;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka ọcha-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏼‍🐰‍👨🏽;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏼‍🐰‍👨🏾;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏼‍🐰‍👨🏿;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏽‍🐰‍👨🏻;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏽‍🐰‍👨🏼;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏽‍🐰‍👨🏾;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji-ndịna etiti|ọtanjele ahụ ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏽‍🐰‍👨🏿;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ ndịna etiti, ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏾‍🐰‍👨🏻;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏾‍🐰‍👨🏼;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏾‍🐰‍👨🏽;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji-ndịna etiti|ọtanjele ahụ ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏾‍🐰‍👨🏿;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji-ndịna etiti, ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏿‍🐰‍👨🏻;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji, ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏿‍🐰‍👨🏼;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏿‍🐰‍👨🏽;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji, ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👨🏿‍🐰‍👨🏾;ụmụnwoke nwere nti ogologo na-agba egwu: ọtanjele ahụ maka òji, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka òji|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwoke|ụmụnwoke nwere nti ogologo na-agba egwu
	👩🏻‍🐰‍👩🏼;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha, ọtanjele ahụ maka ọcha-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka ọcha-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏻‍🐰‍👩🏽;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha, ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏻‍🐰‍👩🏾;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏻‍🐰‍👩🏿;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha, ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka òji|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏼‍🐰‍👩🏻;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ maka ọcha;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha|ọtanjele ahụ maka ọcha-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏼‍🐰‍👩🏽;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏼‍🐰‍👩🏾;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ maka òji-ndịna etiti;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji-ndịna etiti|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
	👩🏼‍🐰‍👩🏿;ụmụnwanyi nwere nti ogologo na-agba egwu: ọtanjele ahụ maka ọcha-ndịna etiti, ọtanjele ahụ maka òji;na-agba egwu|nwere nti ogologo|ọgba egwu|ọtanjele ahụ maka ọcha-ndịna etiti|ọtanjele ahụ maka òji|ụmụnwanyi|ụmụnwanyi nwere nti ogologo na-agba egwu
