[smileys_emotion]
😀;aodann le gàire;aodann|aodann le gàire|fiamh-ghàire|gàire
	🧕🏾;boireannach le brèid oirre: tòna meadhanach doilleir a’ chraicinn;boireannach|boireannach le brèid oirre|boireannach le brèid oirre: tòna meadhanach doilleir a’ chraicinn|brèid|hijab|mantilla|tè|tichel|tòna meadhanach doilleir a’ chraicinn
	🧕🏿;boireannach le brèid oirre: tòna doilleir a’ chraicinn;boireannach|boireannach le brèid oirre|boireannach le brèid oirre: tòna doilleir a’ chraicinn|brèid|hijab|mantilla|tè|tichel|tòna doilleir a’ chraicinn
🤵;neach ann an tuxedo;fear-bainnse|neach|neach ann an tuxedo|tuxedo
	🤵🏻;neach ann an tuxedo: tòna soilleir a’ chraicinn;fear-bainnse|neach|neach ann an tuxedo|neach ann an tuxedo: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn|tuxedo
	🤵🏼;neach ann an tuxedo: tòna meadhanach soilleir a’ chraicinn;fear-bainnse|neach|neach ann an tuxedo|neach ann an tuxedo: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn|tuxedo
	🤵🏽;neach ann an tuxedo: tòna meadhanach a’ chraicinn;fear-bainnse|neach|neach ann an tuxedo|neach ann an tuxedo: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn|tuxedo
	🤵🏾;neach ann an tuxedo: tòna meadhanach doilleir a’ chraicinn;fear-bainnse|neach|neach ann an tuxedo|neach ann an tuxedo: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn|tuxedo
	🤵🏿;neach ann an tuxedo: tòna doilleir a’ chraicinn;fear-bainnse|neach|neach ann an tuxedo|neach ann an tuxedo: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn|tuxedo
🤵‍♂️;duine ann an tuxedo;duine|duine ann an tuxedo|fear-bainnse|fireannach|tuxedo
	🤵🏻‍♂️;duine ann an tuxedo: tòna soilleir a’ chraicinn;duine|duine ann an tuxedo|duine ann an tuxedo: tòna soilleir a’ chraicinn|fear-bainnse|fireannach|tòna soilleir a’ chraicinn|tuxedo
	🤵🏼‍♂️;duine ann an tuxedo: tòna meadhanach soilleir a’ chraicinn;duine|duine ann an tuxedo|duine ann an tuxedo: tòna meadhanach soilleir a’ chraicinn|fear-bainnse|fireannach|tòna meadhanach soilleir a’ chraicinn|tuxedo
	🤵🏽‍♂️;duine ann an tuxedo: tòna meadhanach a’ chraicinn;duine|duine ann an tuxedo|duine ann an tuxedo: tòna meadhanach a’ chraicinn|fear-bainnse|fireannach|tòna meadhanach a’ chraicinn|tuxedo
	🤵🏾‍♂️;duine ann an tuxedo: tòna meadhanach doilleir a’ chraicinn;duine|duine ann an tuxedo|duine ann an tuxedo: tòna meadhanach doilleir a’ chraicinn|fear-bainnse|fireannach|tòna meadhanach doilleir a’ chraicinn|tuxedo
	🤵🏿‍♂️;duine ann an tuxedo: tòna doilleir a’ chraicinn;duine|duine ann an tuxedo|duine ann an tuxedo: tòna doilleir a’ chraicinn|fear-bainnse|fireannach|tòna doilleir a’ chraicinn|tuxedo
🤵‍♀️;boireannach ann an tuxedo;boireannach|boireannach ann an tuxedo|tuxedo
	🤵🏻‍♀️;boireannach ann an tuxedo: tòna soilleir a’ chraicinn;boireannach|boireannach ann an tuxedo|boireannach ann an tuxedo: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn|tuxedo
	🤵🏼‍♀️;boireannach ann an tuxedo: tòna meadhanach soilleir a’ chraicinn;boireannach|boireannach ann an tuxedo|boireannach ann an tuxedo: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn|tuxedo
	🤵🏽‍♀️;boireannach ann an tuxedo: tòna meadhanach a’ chraicinn;boireannach|boireannach ann an tuxedo|boireannach ann an tuxedo: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn|tuxedo
	🤵🏾‍♀️;boireannach ann an tuxedo: tòna meadhanach doilleir a’ chraicinn;boireannach|boireannach ann an tuxedo|boireannach ann an tuxedo: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn|tuxedo
	🤵🏿‍♀️;boireannach ann an tuxedo: tòna doilleir a’ chraicinn;boireannach|boireannach ann an tuxedo|boireannach ann an tuxedo: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn|tuxedo
👰;neach le brat-gnùise;banais|bean na bainnse|brat-gnùise|neach le brat-gnùise
	👰🏻;neach le brat-gnùise: tòna soilleir a’ chraicinn;banais|bean na bainnse|brat-gnùise|neach le brat-gnùise|neach le brat-gnùise: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn
	👰🏼;neach le brat-gnùise: tòna meadhanach soilleir a’ chraicinn;banais|bean na bainnse|brat-gnùise|neach le brat-gnùise|neach le brat-gnùise: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn
	👰🏽;neach le brat-gnùise: tòna meadhanach a’ chraicinn;banais|bean na bainnse|brat-gnùise|neach le brat-gnùise|neach le brat-gnùise: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn
	👰🏾;neach le brat-gnùise: tòna meadhanach doilleir a’ chraicinn;banais|bean na bainnse|brat-gnùise|neach le brat-gnùise|neach le brat-gnùise: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn
	👰🏿;neach le brat-gnùise: tòna doilleir a’ chraicinn;banais|bean na bainnse|brat-gnùise|neach le brat-gnùise|neach le brat-gnùise: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn
👰‍♂️;duine le brat-gnùise;brat-gnùise|duine|duine le brat-gnùise|fear|fireannach|fireannach le brat-gnùise
	👰🏻‍♂️;duine le brat-gnùise: tòna soilleir a’ chraicinn;brat-gnùise|duine|duine le brat-gnùise|duine le brat-gnùise: tòna soilleir a’ chraicinn|fear|fireannach|fireannach le brat-gnùise|tòna soilleir a’ chraicinn
	👰🏼‍♂️;duine le brat-gnùise: tòna meadhanach soilleir a’ chraicinn;brat-gnùise|duine|duine le brat-gnùise|duine le brat-gnùise: tòna meadhanach soilleir a’ chraicinn|fear|fireannach|fireannach le brat-gnùise|tòna meadhanach soilleir a’ chraicinn
	👰🏽‍♂️;duine le brat-gnùise: tòna meadhanach a’ chraicinn;brat-gnùise|duine|duine le brat-gnùise|duine le brat-gnùise: tòna meadhanach a’ chraicinn|fear|fireannach|fireannach le brat-gnùise|tòna meadhanach a’ chraicinn
	👰🏾‍♂️;duine le brat-gnùise: tòna meadhanach doilleir a’ chraicinn;brat-gnùise|duine|duine le brat-gnùise|duine le brat-gnùise: tòna meadhanach doilleir a’ chraicinn|fear|fireannach|fireannach le brat-gnùise|tòna meadhanach doilleir a’ chraicinn
	👰🏿‍♂️;duine le brat-gnùise: tòna doilleir a’ chraicinn;brat-gnùise|duine|duine le brat-gnùise|duine le brat-gnùise: tòna doilleir a’ chraicinn|fear|fireannach|fireannach le brat-gnùise|tòna doilleir a’ chraicinn
👰‍♀️;boireannach le brat-gnùise;bean|boireannach|boireannach le brat-gnùise|brat-gnùise|tè
	👰🏻‍♀️;boireannach le brat-gnùise: tòna soilleir a’ chraicinn;bean|boireannach|boireannach le brat-gnùise|boireannach le brat-gnùise: tòna soilleir a’ chraicinn|brat-gnùise|tè|tòna soilleir a’ chraicinn
	👰🏼‍♀️;boireannach le brat-gnùise: tòna meadhanach soilleir a’ chraicinn;bean|boireannach|boireannach le brat-gnùise|boireannach le brat-gnùise: tòna meadhanach soilleir a’ chraicinn|brat-gnùise|tè|tòna meadhanach soilleir a’ chraicinn
	👰🏽‍♀️;boireannach le brat-gnùise: tòna meadhanach a’ chraicinn;bean|boireannach|boireannach le brat-gnùise|boireannach le brat-gnùise: tòna meadhanach a’ chraicinn|brat-gnùise|tè|tòna meadhanach a’ chraicinn
	👰🏾‍♀️;boireannach le brat-gnùise: tòna meadhanach doilleir a’ chraicinn;bean|boireannach|boireannach le brat-gnùise|boireannach le brat-gnùise: tòna meadhanach doilleir a’ chraicinn|brat-gnùise|tè|tòna meadhanach doilleir a’ chraicinn
	👰🏿‍♀️;boireannach le brat-gnùise: tòna doilleir a’ chraicinn;bean|boireannach|boireannach le brat-gnùise|boireannach le brat-gnùise: tòna doilleir a’ chraicinn|brat-gnùise|tè|tòna doilleir a’ chraicinn
🤰;boireannach leatromach;boireannach|brù|glutach|làn|leatromach|tè
	🤰🏻;boireannach leatromach: tòna soilleir a’ chraicinn;boireannach|boireannach leatromach: tòna soilleir a’ chraicinn|brù|glutach|làn|leatromach|tè|tòna soilleir a’ chraicinn
	🤰🏼;boireannach leatromach: tòna meadhanach soilleir a’ chraicinn;boireannach|boireannach leatromach: tòna meadhanach soilleir a’ chraicinn|brù|glutach|làn|leatromach|tè|tòna meadhanach soilleir a’ chraicinn
	🤰🏽;boireannach leatromach: tòna meadhanach a’ chraicinn;boireannach|boireannach leatromach: tòna meadhanach a’ chraicinn|brù|glutach|làn|leatromach|tè|tòna meadhanach a’ chraicinn
	🤰🏾;boireannach leatromach: tòna meadhanach doilleir a’ chraicinn;boireannach|boireannach leatromach: tòna meadhanach doilleir a’ chraicinn|brù|glutach|làn|leatromach|tè|tòna meadhanach doilleir a’ chraicinn
	🤰🏿;boireannach leatromach: tòna doilleir a’ chraicinn;boireannach|boireannach leatromach: tòna doilleir a’ chraicinn|brù|glutach|làn|leatromach|tè|tòna doilleir a’ chraicinn
🫃;fireannach trom;brù|duine|fireannach|fireannach trom|glutach|làn|leatromach
	🫃🏻;fireannach trom: tòna soilleir a’ chraicinn;brù|duine|fireannach|fireannach trom|fireannach trom: tòna soilleir a’ chraicinn|glutach|làn|leatromach|tòna soilleir a’ chraicinn
	🫃🏼;fireannach trom: tòna meadhanach soilleir a’ chraicinn;brù|duine|fireannach|fireannach trom|fireannach trom: tòna meadhanach soilleir a’ chraicinn|glutach|làn|leatromach|tòna meadhanach soilleir a’ chraicinn
	🫃🏽;fireannach trom: tòna meadhanach a’ chraicinn;brù|duine|fireannach|fireannach trom|fireannach trom: tòna meadhanach a’ chraicinn|glutach|làn|leatromach|tòna meadhanach a’ chraicinn
	🫃🏾;fireannach trom: tòna meadhanach doilleir a’ chraicinn;brù|duine|fireannach|fireannach trom|fireannach trom: tòna meadhanach doilleir a’ chraicinn|glutach|làn|leatromach|tòna meadhanach doilleir a’ chraicinn
	🫃🏿;fireannach trom: tòna doilleir a’ chraicinn;brù|duine|fireannach|fireannach trom|fireannach trom: tòna doilleir a’ chraicinn|glutach|làn|leatromach|tòna doilleir a’ chraicinn
🫄;neach trom;brù|glutach|làn|leatromach|neach trom
	🫄🏻;neach trom: tòna soilleir a’ chraicinn;brù|glutach|làn|leatromach|neach trom|neach trom: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn
	🫄🏼;neach trom: tòna meadhanach soilleir a’ chraicinn;brù|glutach|làn|leatromach|neach trom|neach trom: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn
	🫄🏽;neach trom: tòna meadhanach a’ chraicinn;brù|glutach|làn|leatromach|neach trom|neach trom: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn
	🫄🏾;neach trom: tòna meadhanach doilleir a’ chraicinn;brù|glutach|làn|leatromach|neach trom|neach trom: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn
	🫄🏿;neach trom: tòna doilleir a’ chraicinn;brù|glutach|làn|leatromach|neach trom|neach trom: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn
🤱;toirt cìoch;altram|altramadh|banaltradh|banaltram|cìoch|muime|naoidhean|toirt cìoch
	🤱🏻;toirt cìoch: tòna soilleir a’ chraicinn;altram|altramadh|banaltradh|banaltram|cìoch|muime|naoidhean|toirt cìoch|toirt cìoch: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn
	🤱🏼;toirt cìoch: tòna meadhanach soilleir a’ chraicinn;altram|altramadh|banaltradh|banaltram|cìoch|muime|naoidhean|toirt cìoch|toirt cìoch: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn
	🤱🏽;toirt cìoch: tòna meadhanach a’ chraicinn;altram|altramadh|banaltradh|banaltram|cìoch|muime|naoidhean|toirt cìoch|toirt cìoch: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn
	🤱🏾;toirt cìoch: tòna meadhanach doilleir a’ chraicinn;altram|altramadh|banaltradh|banaltram|cìoch|muime|naoidhean|toirt cìoch|toirt cìoch: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn
	🤱🏿;toirt cìoch: tòna doilleir a’ chraicinn;altram|altramadh|banaltradh|banaltram|cìoch|muime|naoidhean|toirt cìoch|toirt cìoch: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn
👩‍🍼;boireannach ag altram naoidhein;altram|boireannach|boireannach ag altram naoidhein|leanabh|naoidhean|tè
	👩🏻‍🍼;boireannach ag altram naoidhein: tòna soilleir a’ chraicinn;altram|boireannach|boireannach ag altram naoidhein|boireannach ag altram naoidhein: tòna soilleir a’ chraicinn|leanabh|naoidhean|tè|tòna soilleir a’ chraicinn
	👩🏼‍🍼;boireannach ag altram naoidhein: tòna meadhanach soilleir a’ chraicinn;altram|boireannach|boireannach ag altram naoidhein|boireannach ag altram naoidhein: tòna meadhanach soilleir a’ chraicinn|leanabh|naoidhean|tè|tòna meadhanach soilleir a’ chraicinn
	👩🏽‍🍼;boireannach ag altram naoidhein: tòna meadhanach a’ chraicinn;altram|boireannach|boireannach ag altram naoidhein|boireannach ag altram naoidhein: tòna meadhanach a’ chraicinn|leanabh|naoidhean|tè|tòna meadhanach a’ chraicinn
	👩🏾‍🍼;boireannach ag altram naoidhein: tòna meadhanach doilleir a’ chraicinn;altram|boireannach|boireannach ag altram naoidhein|boireannach ag altram naoidhein: tòna meadhanach doilleir a’ chraicinn|leanabh|naoidhean|tè|tòna meadhanach doilleir a’ chraicinn
	👩🏿‍🍼;boireannach ag altram naoidhein: tòna doilleir a’ chraicinn;altram|boireannach|boireannach ag altram naoidhein|boireannach ag altram naoidhein: tòna doilleir a’ chraicinn|leanabh|naoidhean|tè|tòna doilleir a’ chraicinn
👨‍🍼;duine ag altram naoidhein;altram|duine|duine ag altram naoidhein|fear|fireannach|leanabh|naoidhean
	👨🏻‍🍼;duine ag altram naoidhein: tòna soilleir a’ chraicinn;altram|duine|duine ag altram naoidhein|duine ag altram naoidhein: tòna soilleir a’ chraicinn|fear|fireannach|leanabh|naoidhean|tòna soilleir a’ chraicinn
	👨🏼‍🍼;duine ag altram naoidhein: tòna meadhanach soilleir a’ chraicinn;altram|duine|duine ag altram naoidhein|duine ag altram naoidhein: tòna meadhanach soilleir a’ chraicinn|fear|fireannach|leanabh|naoidhean|tòna meadhanach soilleir a’ chraicinn
	👨🏽‍🍼;duine ag altram naoidhein: tòna meadhanach a’ chraicinn;altram|duine|duine ag altram naoidhein|duine ag altram naoidhein: tòna meadhanach a’ chraicinn|fear|fireannach|leanabh|naoidhean|tòna meadhanach a’ chraicinn
	👨🏾‍🍼;duine ag altram naoidhein: tòna meadhanach doilleir a’ chraicinn;altram|duine|duine ag altram naoidhein|duine ag altram naoidhein: tòna meadhanach doilleir a’ chraicinn|fear|fireannach|leanabh|naoidhean|tòna meadhanach doilleir a’ chraicinn
	👨🏿‍🍼;duine ag altram naoidhein: tòna doilleir a’ chraicinn;altram|duine|duine ag altram naoidhein|duine ag altram naoidhein: tòna doilleir a’ chraicinn|fear|fireannach|leanabh|naoidhean|tòna doilleir a’ chraicinn
🧑‍🍼;neach ag altram naoidhein;altram|leanabh|naoidhean|neach|neach ag altram naoidhein
	🧑🏻‍🍼;neach ag altram naoidhein: tòna soilleir a’ chraicinn;altram|leanabh|naoidhean|neach|neach ag altram naoidhein|neach ag altram naoidhein: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn
	🧑🏼‍🍼;neach ag altram naoidhein: tòna meadhanach soilleir a’ chraicinn;altram|leanabh|naoidhean|neach|neach ag altram naoidhein|neach ag altram naoidhein: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn
	🧑🏽‍🍼;neach ag altram naoidhein: tòna meadhanach a’ chraicinn;altram|leanabh|naoidhean|neach|neach ag altram naoidhein|neach ag altram naoidhein: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn
	🧑🏾‍🍼;neach ag altram naoidhein: tòna meadhanach doilleir a’ chraicinn;altram|leanabh|naoidhean|neach|neach ag altram naoidhein|neach ag altram naoidhein: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn
	🧑🏿‍🍼;neach ag altram naoidhein: tòna doilleir a’ chraicinn;altram|leanabh|naoidhean|neach|neach ag altram naoidhein|neach ag altram naoidhein: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn
👼;aingeal òg;aingeal|aingeal òg|aodann|fantastach|faoinsgeul|leanabh|naoidhean
	👼🏻;aingeal òg: tòna soilleir a’ chraicinn;aingeal|aingeal òg|aingeal òg: tòna soilleir a’ chraicinn|aodann|fantastach|faoinsgeul|leanabh|naoidhean|tòna soilleir a’ chraicinn
	👼🏼;aingeal òg: tòna meadhanach soilleir a’ chraicinn;aingeal|aingeal òg|aingeal òg: tòna meadhanach soilleir a’ chraicinn|aodann|fantastach|faoinsgeul|leanabh|naoidhean|tòna meadhanach soilleir a’ chraicinn
	👼🏽;aingeal òg: tòna meadhanach a’ chraicinn;aingeal|aingeal òg|aingeal òg: tòna meadhanach a’ chraicinn|aodann|fantastach|faoinsgeul|leanabh|naoidhean|tòna meadhanach a’ chraicinn
	👼🏾;aingeal òg: tòna meadhanach doilleir a’ chraicinn;aingeal|aingeal òg|aingeal òg: tòna meadhanach doilleir a’ chraicinn|aodann|fantastach|faoinsgeul|leanabh|naoidhean|tòna meadhanach doilleir a’ chraicinn
	👼🏿;aingeal òg: tòna doilleir a’ chraicinn;aingeal|aingeal òg|aingeal òg: tòna doilleir a’ chraicinn|aodann|fantastach|faoinsgeul|leanabh|naoidhean|tòna doilleir a’ chraicinn
🎅;bodach na Nollaig;athair|bodach na Nollaig|comharrachadh|Nollaig
	🎅🏻;bodach na Nollaig: tòna soilleir a’ chraicinn;athair|bodach na Nollaig|bodach na Nollaig: tòna soilleir a’ chraicinn|comharrachadh|Nollaig|tòna soilleir a’ chraicinn
	🎅🏼;bodach na Nollaig: tòna meadhanach soilleir a’ chraicinn;athair|bodach na Nollaig|bodach na Nollaig: tòna meadhanach soilleir a’ chraicinn|comharrachadh|Nollaig|tòna meadhanach soilleir a’ chraicinn
	🎅🏽;bodach na Nollaig: tòna meadhanach a’ chraicinn;athair|bodach na Nollaig|bodach na Nollaig: tòna meadhanach a’ chraicinn|comharrachadh|Nollaig|tòna meadhanach a’ chraicinn
	🎅🏾;bodach na Nollaig: tòna meadhanach doilleir a’ chraicinn;athair|bodach na Nollaig|bodach na Nollaig: tòna meadhanach doilleir a’ chraicinn|comharrachadh|Nollaig|tòna meadhanach doilleir a’ chraicinn
	🎅🏿;bodach na Nollaig: tòna doilleir a’ chraicinn;athair|bodach na Nollaig|bodach na Nollaig: tòna doilleir a’ chraicinn|comharrachadh|Nollaig|tòna doilleir a’ chraicinn
🤶;bean Bodach na Nollaig;bean|bean Bodach na Nollaig|bodach na nollaig|comharrachadh|màthair|nollaig
	🤶🏻;bean Bodach na Nollaig: tòna soilleir a’ chraicinn;bean|bean Bodach na Nollaig|bean Bodach na Nollaig: tòna soilleir a’ chraicinn|bodach na nollaig|comharrachadh|màthair|nollaig|tòna soilleir a’ chraicinn
	🤶🏼;bean Bodach na Nollaig: tòna meadhanach soilleir a’ chraicinn;bean|bean Bodach na Nollaig|bean Bodach na Nollaig: tòna meadhanach soilleir a’ chraicinn|bodach na nollaig|comharrachadh|màthair|nollaig|tòna meadhanach soilleir a’ chraicinn
	🤶🏽;bean Bodach na Nollaig: tòna meadhanach a’ chraicinn;bean|bean Bodach na Nollaig|bean Bodach na Nollaig: tòna meadhanach a’ chraicinn|bodach na nollaig|comharrachadh|màthair|nollaig|tòna meadhanach a’ chraicinn
	🤶🏾;bean Bodach na Nollaig: tòna meadhanach doilleir a’ chraicinn;bean|bean Bodach na Nollaig|bean Bodach na Nollaig: tòna meadhanach doilleir a’ chraicinn|bodach na nollaig|comharrachadh|màthair|nollaig|tòna meadhanach doilleir a’ chraicinn
	🤶🏿;bean Bodach na Nollaig: tòna doilleir a’ chraicinn;bean|bean Bodach na Nollaig|bean Bodach na Nollaig: tòna doilleir a’ chraicinn|bodach na nollaig|comharrachadh|màthair|nollaig|tòna doilleir a’ chraicinn
🧑‍🎄;Neach na Nollaig;bean Bodach na Nollaig|bodach na Nollaig|neach|Neach na Nollaig
	🧑🏻‍🎄;Neach na Nollaig: tòna soilleir a’ chraicinn;bean Bodach na Nollaig|bodach na Nollaig|neach|Neach na Nollaig|Neach na Nollaig: tòna soilleir a’ chraicinn|tòna soilleir a’ chraicinn
	🧑🏼‍🎄;Neach na Nollaig: tòna meadhanach soilleir a’ chraicinn;bean Bodach na Nollaig|bodach na Nollaig|neach|Neach na Nollaig|Neach na Nollaig: tòna meadhanach soilleir a’ chraicinn|tòna meadhanach soilleir a’ chraicinn
	🧑🏽‍🎄;Neach na Nollaig: tòna meadhanach a’ chraicinn;bean Bodach na Nollaig|bodach na Nollaig|neach|Neach na Nollaig|Neach na Nollaig: tòna meadhanach a’ chraicinn|tòna meadhanach a’ chraicinn
	🧑🏾‍🎄;Neach na Nollaig: tòna meadhanach doilleir a’ chraicinn;bean Bodach na Nollaig|bodach na Nollaig|neach|Neach na Nollaig|Neach na Nollaig: tòna meadhanach doilleir a’ chraicinn|tòna meadhanach doilleir a’ chraicinn
	🧑🏿‍🎄;Neach na Nollaig: tòna doilleir a’ chraicinn;bean Bodach na Nollaig|bodach na Nollaig|neach|Neach na Nollaig|Neach na Nollaig: tòna doilleir a’ chraicinn|tòna doilleir a’ chraicinn
🦸;sàr-ghaisgeach;cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|super
	🦸🏻;sàr-ghaisgeach: tòna soilleir a’ chraicinn;cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach: tòna soilleir a’ chraicinn|super|tòna soilleir a’ chraicinn
	🦸🏼;sàr-ghaisgeach: tòna meadhanach soilleir a’ chraicinn;cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach: tòna meadhanach soilleir a’ chraicinn|super|tòna meadhanach soilleir a’ chraicinn
	🦸🏽;sàr-ghaisgeach: tòna meadhanach a’ chraicinn;cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach: tòna meadhanach a’ chraicinn|super|tòna meadhanach a’ chraicinn
	🦸🏾;sàr-ghaisgeach: tòna meadhanach doilleir a’ chraicinn;cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach: tòna meadhanach doilleir a’ chraicinn|super|tòna meadhanach doilleir a’ chraicinn
	🦸🏿;sàr-ghaisgeach: tòna doilleir a’ chraicinn;cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach: tòna doilleir a’ chraicinn|super|tòna doilleir a’ chraicinn
🦸‍♂️;sàr-ghaisgeach fireann;cumhachd|fireannach|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach fireann|super
	🦸🏻‍♂️;sàr-ghaisgeach fireann: tòna soilleir a’ chraicinn;cumhachd|fireannach|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach fireann|sàr-ghaisgeach fireann: tòna soilleir a’ chraicinn|super|tòna soilleir a’ chraicinn
	🦸🏼‍♂️;sàr-ghaisgeach fireann: tòna meadhanach soilleir a’ chraicinn;cumhachd|fireannach|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach fireann|sàr-ghaisgeach fireann: tòna meadhanach soilleir a’ chraicinn|super|tòna meadhanach soilleir a’ chraicinn
	🦸🏽‍♂️;sàr-ghaisgeach fireann: tòna meadhanach a’ chraicinn;cumhachd|fireannach|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach fireann|sàr-ghaisgeach fireann: tòna meadhanach a’ chraicinn|super|tòna meadhanach a’ chraicinn
	🦸🏾‍♂️;sàr-ghaisgeach fireann: tòna meadhanach doilleir a’ chraicinn;cumhachd|fireannach|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach fireann|sàr-ghaisgeach fireann: tòna meadhanach doilleir a’ chraicinn|super|tòna meadhanach doilleir a’ chraicinn
	🦸🏿‍♂️;sàr-ghaisgeach fireann: tòna doilleir a’ chraicinn;cumhachd|fireannach|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach fireann|sàr-ghaisgeach fireann: tòna doilleir a’ chraicinn|super|tòna doilleir a’ chraicinn
🦸‍♀️;sàr-ghaisgeach boireann;boireannach|cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach boireann|super
	🦸🏻‍♀️;sàr-ghaisgeach boireann: tòna soilleir a’ chraicinn;boireannach|cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach boireann|sàr-ghaisgeach boireann: tòna soilleir a’ chraicinn|super|tòna soilleir a’ chraicinn
	🦸🏼‍♀️;sàr-ghaisgeach boireann: tòna meadhanach soilleir a’ chraicinn;boireannach|cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach boireann|sàr-ghaisgeach boireann: tòna meadhanach soilleir a’ chraicinn|super|tòna meadhanach soilleir a’ chraicinn
	🦸🏽‍♀️;sàr-ghaisgeach boireann: tòna meadhanach a’ chraicinn;boireannach|cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach boireann|sàr-ghaisgeach boireann: tòna meadhanach a’ chraicinn|super|tòna meadhanach a’ chraicinn
	🦸🏾‍♀️;sàr-ghaisgeach boireann: tòna meadhanach doilleir a’ chraicinn;boireannach|cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach boireann|sàr-ghaisgeach boireann: tòna meadhanach doilleir a’ chraicinn|super|tòna meadhanach doilleir a’ chraicinn
	🦸🏿‍♀️;sàr-ghaisgeach boireann: tòna doilleir a’ chraicinn;boireannach|cumhachd|gaisgeach|math|oil-chumhachd|sàr-ghaisgeach|sàr-ghaisgeach boireann|sàr-ghaisgeach boireann: tòna doilleir a’ chraicinn|super|tòna doilleir a’ chraicinn
🦹;sàr-shlaightear;cumhachd|eucoireach|oil-chumhachd|olc|sàr-shlaightear|slaightear|super
	🦹🏻;sàr-shlaightear: tòna soilleir a’ chraicinn;cumhachd|eucoireach|oil-chumhachd|olc|sàr-shlaightear|sàr-shlaightear: tòna soilleir a’ chraicinn|slaightear|super|tòna soilleir a’ chraicinn
	🦹🏼;sàr-shlaightear: tòna meadhanach soilleir a’ chraicinn;cumhachd|eucoireach|oil-chumhachd|olc|sàr-shlaightear|sàr-shlaightear: tòna meadhanach soilleir a’ chraicinn|slaightear|super|tòna meadhanach soilleir a’ chraicinn
	🦹🏽;sàr-shlaightear: tòna meadhanach a’ chraicinn;cumhachd|eucoireach|oil-chumhachd|olc|sàr-shlaightear|sàr-shlaightear: tòna meadhanach a’ chraicinn|slaightear|super|tòna meadhanach a’ chraicinn
