# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;barre egiten ari den aurpegia;aurpegi|barre egiten ari den aurpegia|irribarre
	🏋🏻‍♀️;pisuak altxatzen ari den emakumea: 1–2. mota;1–2. mota|emakume|emakumezko|jasotzaile|pisu|pisuak altxatzen ari den emakumea|pisuak altxatzen ari den emakumea: 1–2. mota
	🏋🏼‍♀️;pisuak altxatzen ari den emakumea: 3. mota;3. mota|emakume|emakumezko|jasotzaile|pisu|pisuak altxatzen ari den emakumea|pisuak altxatzen ari den emakumea: 3. mota
	🏋🏽‍♀️;pisuak altxatzen ari den emakumea: bitarteko azal-tonua;bitarteko azal-tonua|emakume|emakumezko|jasotzaile|pisu|pisuak altxatzen ari den emakumea|pisuak altxatzen ari den emakumea: bitarteko azal-tonua
	🏋🏾‍♀️;pisuak altxatzen ari den emakumea: 5. mota;5. mota|emakume|emakumezko|jasotzaile|pisu|pisuak altxatzen ari den emakumea|pisuak altxatzen ari den emakumea: 5. mota
	🏋🏿‍♀️;pisuak altxatzen ari den emakumea: 6. mota;6. mota|emakume|emakumezko|jasotzaile|pisu|pisuak altxatzen ari den emakumea|pisuak altxatzen ari den emakumea: 6. mota
🚴;txirrindularia;bizikleta|txirrindularia|txirringa
	🚴🏻;txirrindularia: 1–2. mota;1–2. mota|bizikleta|txirrindularia|txirrindularia: 1–2. mota|txirringa
	🚴🏼;txirrindularia: 3. mota;3. mota|bizikleta|txirrindularia|txirrindularia: 3. mota|txirringa
	🚴🏽;txirrindularia: bitarteko azal-tonua;bitarteko azal-tonua|bizikleta|txirrindularia|txirrindularia: bitarteko azal-tonua|txirringa
	🚴🏾;txirrindularia: 5. mota;5. mota|bizikleta|txirrindularia|txirrindularia: 5. mota|txirringa
	🚴🏿;txirrindularia: 6. mota;6. mota|bizikleta|txirrindularia|txirrindularia: 6. mota|txirringa
🚴‍♂️;gizon txirrindularia;bizikleta|gizon|gizon txirrindularia|gizonezko|txirrindulari
	🚴🏻‍♂️;gizon txirrindularia: 1–2. mota;1–2. mota|bizikleta|gizon|gizon txirrindularia|gizon txirrindularia: 1–2. mota|gizonezko|txirrindulari
	🚴🏼‍♂️;gizon txirrindularia: 3. mota;3. mota|bizikleta|gizon|gizon txirrindularia|gizon txirrindularia: 3. mota|gizonezko|txirrindulari
	🚴🏽‍♂️;gizon txirrindularia: bitarteko azal-tonua;bitarteko azal-tonua|bizikleta|gizon|gizon txirrindularia|gizon txirrindularia: bitarteko azal-tonua|gizonezko|txirrindulari
	🚴🏾‍♂️;gizon txirrindularia: 5. mota;5. mota|bizikleta|gizon|gizon txirrindularia|gizon txirrindularia: 5. mota|gizonezko|txirrindulari
	🚴🏿‍♂️;gizon txirrindularia: 6. mota;6. mota|bizikleta|gizon|gizon txirrindularia|gizon txirrindularia: 6. mota|gizonezko|txirrindulari
🚴‍♀️;emakume txirrindularia;bizikleta|emakume|emakume txirrindularia|txirrindulari
	🚴🏻‍♀️;emakume txirrindularia: 1–2. mota;1–2. mota|bizikleta|emakume|emakume txirrindularia|emakume txirrindularia: 1–2. mota|txirrindulari
	🚴🏼‍♀️;emakume txirrindularia: 3. mota;3. mota|bizikleta|emakume|emakume txirrindularia|emakume txirrindularia: 3. mota|txirrindulari
	🚴🏽‍♀️;emakume txirrindularia: bitarteko azal-tonua;bitarteko azal-tonua|bizikleta|emakume|emakume txirrindularia|emakume txirrindularia: bitarteko azal-tonua|txirrindulari
	🚴🏾‍♀️;emakume txirrindularia: 5. mota;5. mota|bizikleta|emakume|emakume txirrindularia|emakume txirrindularia: 5. mota|txirrindulari
	🚴🏿‍♀️;emakume txirrindularia: 6. mota;6. mota|bizikleta|emakume|emakume txirrindularia|emakume txirrindularia: 6. mota|txirrindulari
🚵;mendiko bizikletan dabilen pertsona;bizikleta|mendi|mendiko bizikletan dabilen pertsona|txirrindulari|txirringa
	🚵🏻;mendiko bizikletan dabilen pertsona: 1–2. mota;1–2. mota|bizikleta|mendi|mendiko bizikletan dabilen pertsona|mendiko bizikletan dabilen pertsona: 1–2. mota|txirrindulari|txirringa
	🚵🏼;mendiko bizikletan dabilen pertsona: 3. mota;3. mota|bizikleta|mendi|mendiko bizikletan dabilen pertsona|mendiko bizikletan dabilen pertsona: 3. mota|txirrindulari|txirringa
	🚵🏽;mendiko bizikletan dabilen pertsona: bitarteko azal-tonua;bitarteko azal-tonua|bizikleta|mendi|mendiko bizikletan dabilen pertsona|mendiko bizikletan dabilen pertsona: bitarteko azal-tonua|txirrindulari|txirringa
	🚵🏾;mendiko bizikletan dabilen pertsona: 5. mota;5. mota|bizikleta|mendi|mendiko bizikletan dabilen pertsona|mendiko bizikletan dabilen pertsona: 5. mota|txirrindulari|txirringa
	🚵🏿;mendiko bizikletan dabilen pertsona: 6. mota;6. mota|bizikleta|mendi|mendiko bizikletan dabilen pertsona|mendiko bizikletan dabilen pertsona: 6. mota|txirrindulari|txirringa
🚵‍♂️;mendiko bizikletan dabilen gizona;bizikleta|gizon|mendi|mendiko bizikletan dabilen gizona|txirrindulari
	🚵🏻‍♂️;mendiko bizikletan dabilen gizona: 1–2. mota;1–2. mota|bizikleta|gizon|mendi|mendiko bizikletan dabilen gizona|mendiko bizikletan dabilen gizona: 1–2. mota|txirrindulari
	🚵🏼‍♂️;mendiko bizikletan dabilen gizona: 3. mota;3. mota|bizikleta|gizon|mendi|mendiko bizikletan dabilen gizona|mendiko bizikletan dabilen gizona: 3. mota|txirrindulari
	🚵🏽‍♂️;mendiko bizikletan dabilen gizona: bitarteko azal-tonua;bitarteko azal-tonua|bizikleta|gizon|mendi|mendiko bizikletan dabilen gizona|mendiko bizikletan dabilen gizona: bitarteko azal-tonua|txirrindulari
	🚵🏾‍♂️;mendiko bizikletan dabilen gizona: 5. mota;5. mota|bizikleta|gizon|mendi|mendiko bizikletan dabilen gizona|mendiko bizikletan dabilen gizona: 5. mota|txirrindulari
	🚵🏿‍♂️;mendiko bizikletan dabilen gizona: 6. mota;6. mota|bizikleta|gizon|mendi|mendiko bizikletan dabilen gizona|mendiko bizikletan dabilen gizona: 6. mota|txirrindulari
🚵‍♀️;mendiko bizikletan dabilen emakumea;bizikleta|emakume|mendi|mendiko bizikletan dabilen emakumea|txirrindulari
	🚵🏻‍♀️;mendiko bizikletan dabilen emakumea: 1–2. mota;1–2. mota|bizikleta|emakume|mendi|mendiko bizikletan dabilen emakumea|mendiko bizikletan dabilen emakumea: 1–2. mota|txirrindulari
	🚵🏼‍♀️;mendiko bizikletan dabilen emakumea: 3. mota;3. mota|bizikleta|emakume|mendi|mendiko bizikletan dabilen emakumea|mendiko bizikletan dabilen emakumea: 3. mota|txirrindulari
	🚵🏽‍♀️;mendiko bizikletan dabilen emakumea: bitarteko azal-tonua;bitarteko azal-tonua|bizikleta|emakume|mendi|mendiko bizikletan dabilen emakumea|mendiko bizikletan dabilen emakumea: bitarteko azal-tonua|txirrindulari
	🚵🏾‍♀️;mendiko bizikletan dabilen emakumea: 5. mota;5. mota|bizikleta|emakume|mendi|mendiko bizikletan dabilen emakumea|mendiko bizikletan dabilen emakumea: 5. mota|txirrindulari
	🚵🏿‍♀️;mendiko bizikletan dabilen emakumea: 6. mota;6. mota|bizikleta|emakume|mendi|mendiko bizikletan dabilen emakumea|mendiko bizikletan dabilen emakumea: 6. mota|txirrindulari
🤸;alboko gurpila;alboko gurpila|gimnasia|kirola|pertsona
	🤸🏻;alboko gurpila: 1–2. mota;1–2. mota|alboko gurpila|alboko gurpila: 1–2. mota|gimnasia|kirola|pertsona
	🤸🏼;alboko gurpila: 3. mota;3. mota|alboko gurpila|alboko gurpila: 3. mota|gimnasia|kirola|pertsona
	🤸🏽;alboko gurpila: bitarteko azal-tonua;alboko gurpila|alboko gurpila: bitarteko azal-tonua|bitarteko azal-tonua|gimnasia|kirola|pertsona
	🤸🏾;alboko gurpila: 5. mota;5. mota|alboko gurpila|alboko gurpila: 5. mota|gimnasia|kirola|pertsona
	🤸🏿;alboko gurpila: 6. mota;6. mota|alboko gurpila|alboko gurpila: 6. mota|gimnasia|kirola|pertsona
🤸‍♂️;gurpil-ariketa egiten ari den gizona;gimnasia|gizon|gurpil|gurpil-ariketa egiten ari den gizona|kirol
	🤸🏻‍♂️;gurpil-ariketa egiten ari den gizona: 1–2. mota;1–2. mota|gimnasia|gizon|gurpil|gurpil-ariketa egiten ari den gizona|gurpil-ariketa egiten ari den gizona: 1–2. mota|kirol
	🤸🏼‍♂️;gurpil-ariketa egiten ari den gizona: 3. mota;3. mota|gimnasia|gizon|gurpil|gurpil-ariketa egiten ari den gizona|gurpil-ariketa egiten ari den gizona: 3. mota|kirol
	🤸🏽‍♂️;gurpil-ariketa egiten ari den gizona: bitarteko azal-tonua;bitarteko azal-tonua|gimnasia|gizon|gurpil|gurpil-ariketa egiten ari den gizona|gurpil-ariketa egiten ari den gizona: bitarteko azal-tonua|kirol
	🤸🏾‍♂️;gurpil-ariketa egiten ari den gizona: 5. mota;5. mota|gimnasia|gizon|gurpil|gurpil-ariketa egiten ari den gizona|gurpil-ariketa egiten ari den gizona: 5. mota|kirol
	🤸🏿‍♂️;gurpil-ariketa egiten ari den gizona: 6. mota;6. mota|gimnasia|gizon|gurpil|gurpil-ariketa egiten ari den gizona|gurpil-ariketa egiten ari den gizona: 6. mota|kirol
🤸‍♀️;gurpil-ariketa egiten ari den emakumea;emakume|gimnasia|gurpil|gurpil-ariketa egiten ari den emakumea|kirol
	🤸🏻‍♀️;gurpil-ariketa egiten ari den emakumea: 1–2. mota;1–2. mota|emakume|gimnasia|gurpil|gurpil-ariketa egiten ari den emakumea|gurpil-ariketa egiten ari den emakumea: 1–2. mota|kirol
	🤸🏼‍♀️;gurpil-ariketa egiten ari den emakumea: 3. mota;3. mota|emakume|gimnasia|gurpil|gurpil-ariketa egiten ari den emakumea|gurpil-ariketa egiten ari den emakumea: 3. mota|kirol
	🤸🏽‍♀️;gurpil-ariketa egiten ari den emakumea: bitarteko azal-tonua;bitarteko azal-tonua|emakume|gimnasia|gurpil|gurpil-ariketa egiten ari den emakumea|gurpil-ariketa egiten ari den emakumea: bitarteko azal-tonua|kirol
	🤸🏾‍♀️;gurpil-ariketa egiten ari den emakumea: 5. mota;5. mota|emakume|gimnasia|gurpil|gurpil-ariketa egiten ari den emakumea|gurpil-ariketa egiten ari den emakumea: 5. mota|kirol
	🤸🏿‍♀️;gurpil-ariketa egiten ari den emakumea: 6. mota;6. mota|emakume|gimnasia|gurpil|gurpil-ariketa egiten ari den emakumea|gurpil-ariketa egiten ari den emakumea: 6. mota|kirol
🤼;borrokalariak;borroka|borrokalari|borrokalariak|kirol|pertsona
🤼‍♂️;gizonak borrokan;borroka|gizon|gizonak borrokan|gizonezko|kirol
🤼‍♀️;emakumeak borrokan;borroka|emakume|emakumeak borrokan|emakumezko|kirol
🤽;waterpoloa;kirol|pertsona|waterpolo|waterpoloa
	🤽🏻;waterpoloa: 1–2. mota;1–2. mota|kirol|pertsona|waterpolo|waterpoloa|waterpoloa: 1–2. mota
	🤽🏼;waterpoloa: 3. mota;3. mota|kirol|pertsona|waterpolo|waterpoloa|waterpoloa: 3. mota
	🤽🏽;waterpoloa: bitarteko azal-tonua;bitarteko azal-tonua|kirol|pertsona|waterpolo|waterpoloa|waterpoloa: bitarteko azal-tonua
	🤽🏾;waterpoloa: 5. mota;5. mota|kirol|pertsona|waterpolo|waterpoloa|waterpoloa: 5. mota
	🤽🏿;waterpoloa: 6. mota;6. mota|kirol|pertsona|waterpolo|waterpoloa|waterpoloa: 6. mota
🤽‍♂️;gizona waterpoloan jolasten;gizon|gizona waterpoloan jolasten|kirol|polo|ur
	🤽🏻‍♂️;gizona waterpoloan jolasten: 1–2. mota;1–2. mota|gizon|gizona waterpoloan jolasten|gizona waterpoloan jolasten: 1–2. mota|kirol|polo|ur
	🤽🏼‍♂️;gizona waterpoloan jolasten: 3. mota;3. mota|gizon|gizona waterpoloan jolasten|gizona waterpoloan jolasten: 3. mota|kirol|polo|ur
	🤽🏽‍♂️;gizona waterpoloan jolasten: bitarteko azal-tonua;bitarteko azal-tonua|gizon|gizona waterpoloan jolasten|gizona waterpoloan jolasten: bitarteko azal-tonua|kirol|polo|ur
	🤽🏾‍♂️;gizona waterpoloan jolasten: 5. mota;5. mota|gizon|gizona waterpoloan jolasten|gizona waterpoloan jolasten: 5. mota|kirol|polo|ur
	🤽🏿‍♂️;gizona waterpoloan jolasten: 6. mota;6. mota|gizon|gizona waterpoloan jolasten|gizona waterpoloan jolasten: 6. mota|kirol|polo|ur
🤽‍♀️;emakumea waterpoloan jolasten;emakume|emakumea waterpoloan jolasten|kirol|polo|ur
	🤽🏻‍♀️;emakumea waterpoloan jolasten: 1–2. mota;1–2. mota|emakume|emakumea waterpoloan jolasten|emakumea waterpoloan jolasten: 1–2. mota|kirol|polo|ur
	🤽🏼‍♀️;emakumea waterpoloan jolasten: 3. mota;3. mota|emakume|emakumea waterpoloan jolasten|emakumea waterpoloan jolasten: 3. mota|kirol|polo|ur
	🤽🏽‍♀️;emakumea waterpoloan jolasten: bitarteko azal-tonua;bitarteko azal-tonua|emakume|emakumea waterpoloan jolasten|emakumea waterpoloan jolasten: bitarteko azal-tonua|kirol|polo|ur
	🤽🏾‍♀️;emakumea waterpoloan jolasten: 5. mota;5. mota|emakume|emakumea waterpoloan jolasten|emakumea waterpoloan jolasten: 5. mota|kirol|polo|ur
	🤽🏿‍♀️;emakumea waterpoloan jolasten: 6. mota;6. mota|emakume|emakumea waterpoloan jolasten|emakumea waterpoloan jolasten: 6. mota|kirol|polo|ur
🤾;eskubaloia;baloia|eskubaloia|kirola|pertsona
	🤾🏻;eskubaloia: 1–2. mota;1–2. mota|baloia|eskubaloia|eskubaloia: 1–2. mota|kirola|pertsona
	🤾🏼;eskubaloia: 3. mota;3. mota|baloia|eskubaloia|eskubaloia: 3. mota|kirola|pertsona
	🤾🏽;eskubaloia: bitarteko azal-tonua;baloia|bitarteko azal-tonua|eskubaloia|eskubaloia: bitarteko azal-tonua|kirola|pertsona
	🤾🏾;eskubaloia: 5. mota;5. mota|baloia|eskubaloia|eskubaloia: 5. mota|kirola|pertsona
	🤾🏿;eskubaloia: 6. mota;6. mota|baloia|eskubaloia|eskubaloia: 6. mota|kirola|pertsona
🤾‍♂️;gizona eskubaloian jolasten;eskubaloi|gizon|gizona eskubaloian jolasten|gizonezko|kirol
	🤾🏻‍♂️;gizona eskubaloian jolasten: 1–2. mota;1–2. mota|eskubaloi|gizon|gizona eskubaloian jolasten|gizona eskubaloian jolasten: 1–2. mota|gizonezko|kirol
	🤾🏼‍♂️;gizona eskubaloian jolasten: 3. mota;3. mota|eskubaloi|gizon|gizona eskubaloian jolasten|gizona eskubaloian jolasten: 3. mota|gizonezko|kirol
	🤾🏽‍♂️;gizona eskubaloian jolasten: bitarteko azal-tonua;bitarteko azal-tonua|eskubaloi|gizon|gizona eskubaloian jolasten|gizona eskubaloian jolasten: bitarteko azal-tonua|gizonezko|kirol
	🤾🏾‍♂️;gizona eskubaloian jolasten: 5. mota;5. mota|eskubaloi|gizon|gizona eskubaloian jolasten|gizona eskubaloian jolasten: 5. mota|gizonezko|kirol
	🤾🏿‍♂️;gizona eskubaloian jolasten: 6. mota;6. mota|eskubaloi|gizon|gizona eskubaloian jolasten|gizona eskubaloian jolasten: 6. mota|gizonezko|kirol
🤾‍♀️;emakumea eskubaloian jolasten;emakume|emakumea eskubaloian jolasten|emakumezko|eskubaloi|kirol
	🤾🏻‍♀️;emakumea eskubaloian jolasten: 1–2. mota;1–2. mota|emakume|emakumea eskubaloian jolasten|emakumea eskubaloian jolasten: 1–2. mota|emakumezko|eskubaloi|kirol
	🤾🏼‍♀️;emakumea eskubaloian jolasten: 3. mota;3. mota|emakume|emakumea eskubaloian jolasten|emakumea eskubaloian jolasten: 3. mota|emakumezko|eskubaloi|kirol
	🤾🏽‍♀️;emakumea eskubaloian jolasten: bitarteko azal-tonua;bitarteko azal-tonua|emakume|emakumea eskubaloian jolasten|emakumea eskubaloian jolasten: bitarteko azal-tonua|emakumezko|eskubaloi|kirol
	🤾🏾‍♀️;emakumea eskubaloian jolasten: 5. mota;5. mota|emakume|emakumea eskubaloian jolasten|emakumea eskubaloian jolasten: 5. mota|emakumezko|eskubaloi|kirol
	🤾🏿‍♀️;emakumea eskubaloian jolasten: 6. mota;6. mota|emakume|emakumea eskubaloian jolasten|emakumea eskubaloian jolasten: 6. mota|emakumezko|eskubaloi|kirol
🤹;malabarismoa;malabarismoa|oreka|trebetasuna|zeregin ugari
	🤹🏻;malabarismoa: 1–2. mota;1–2. mota|malabarismoa|malabarismoa: 1–2. mota|oreka|trebetasuna|zeregin ugari
	🤹🏼;malabarismoa: 3. mota;3. mota|malabarismoa|malabarismoa: 3. mota|oreka|trebetasuna|zeregin ugari
	🤹🏽;malabarismoa: bitarteko azal-tonua;bitarteko azal-tonua|malabarismoa|malabarismoa: bitarteko azal-tonua|oreka|trebetasuna|zeregin ugari
	🤹🏾;malabarismoa: 5. mota;5. mota|malabarismoa|malabarismoa: 5. mota|oreka|trebetasuna|zeregin ugari
	🤹🏿;malabarismoa: 6. mota;6. mota|malabarismoa|malabarismoa: 6. mota|oreka|trebetasuna|zeregin ugari
🤹‍♂️;gizona malabarismotan;gizon|gizona malabarismotan|gizonezko|malabarismo|zeregin ugari
	🤹🏻‍♂️;gizona malabarismotan: 1–2. mota;1–2. mota|gizon|gizona malabarismotan|gizona malabarismotan: 1–2. mota|gizonezko|malabarismo|zeregin ugari
	🤹🏼‍♂️;gizona malabarismotan: 3. mota;3. mota|gizon|gizona malabarismotan|gizona malabarismotan: 3. mota|gizonezko|malabarismo|zeregin ugari
	🤹🏽‍♂️;gizona malabarismotan: bitarteko azal-tonua;bitarteko azal-tonua|gizon|gizona malabarismotan|gizona malabarismotan: bitarteko azal-tonua|gizonezko|malabarismo|zeregin ugari
	🤹🏾‍♂️;gizona malabarismotan: 5. mota;5. mota|gizon|gizona malabarismotan|gizona malabarismotan: 5. mota|gizonezko|malabarismo|zeregin ugari
	🤹🏿‍♂️;gizona malabarismotan: 6. mota;6. mota|gizon|gizona malabarismotan|gizona malabarismotan: 6. mota|gizonezko|malabarismo|zeregin ugari
🤹‍♀️;emakumea malabarismotan;emakume|emakumea malabarismotan|emakumezko|malabarismo|zeregin ugari
	🤹🏻‍♀️;emakumea malabarismotan: 1–2. mota;1–2. mota|emakume|emakumea malabarismotan|emakumea malabarismotan: 1–2. mota|emakumezko|malabarismo|zeregin ugari
	🤹🏼‍♀️;emakumea malabarismotan: 3. mota;3. mota|emakume|emakumea malabarismotan|emakumea malabarismotan: 3. mota|emakumezko|malabarismo|zeregin ugari
	🤹🏽‍♀️;emakumea malabarismotan: bitarteko azal-tonua;bitarteko azal-tonua|emakume|emakumea malabarismotan|emakumea malabarismotan: bitarteko azal-tonua|emakumezko|malabarismo|zeregin ugari
	🤹🏾‍♀️;emakumea malabarismotan: 5. mota;5. mota|emakume|emakumea malabarismotan|emakumea malabarismotan: 5. mota|emakumezko|malabarismo|zeregin ugari
	🤹🏿‍♀️;emakumea malabarismotan: 6. mota;6. mota|emakume|emakumea malabarismotan|emakumea malabarismotan: 6. mota|emakumezko|malabarismo|zeregin ugari
🧘;pertsona bat loto-posizioan;meditazio|pertsona bat loto-posizioan|yoga
	🧘🏻;pertsona bat loto-posizioan: 1–2. mota;1–2. mota|meditazio|pertsona bat loto-posizioan|pertsona bat loto-posizioan: 1–2. mota|yoga
	🧘🏼;pertsona bat loto-posizioan: 3. mota;3. mota|meditazio|pertsona bat loto-posizioan|pertsona bat loto-posizioan: 3. mota|yoga
	🧘🏽;pertsona bat loto-posizioan: bitarteko azal-tonua;bitarteko azal-tonua|meditazio|pertsona bat loto-posizioan|pertsona bat loto-posizioan: bitarteko azal-tonua|yoga
	🧘🏾;pertsona bat loto-posizioan: 5. mota;5. mota|meditazio|pertsona bat loto-posizioan|pertsona bat loto-posizioan: 5. mota|yoga
	🧘🏿;pertsona bat loto-posizioan: 6. mota;6. mota|meditazio|pertsona bat loto-posizioan|pertsona bat loto-posizioan: 6. mota|yoga
🧘‍♂️;gizon bat loto-posizioan;gizon bat loto-posizioan|meditazio|yoga
	🧘🏻‍♂️;gizon bat loto-posizioan: 1–2. mota;1–2. mota|gizon bat loto-posizioan|gizon bat loto-posizioan: 1–2. mota|meditazio|yoga
	🧘🏼‍♂️;gizon bat loto-posizioan: 3. mota;3. mota|gizon bat loto-posizioan|gizon bat loto-posizioan: 3. mota|meditazio|yoga
	🧘🏽‍♂️;gizon bat loto-posizioan: bitarteko azal-tonua;bitarteko azal-tonua|gizon bat loto-posizioan|gizon bat loto-posizioan: bitarteko azal-tonua|meditazio|yoga
	🧘🏾‍♂️;gizon bat loto-posizioan: 5. mota;5. mota|gizon bat loto-posizioan|gizon bat loto-posizioan: 5. mota|meditazio|yoga
	🧘🏿‍♂️;gizon bat loto-posizioan: 6. mota;6. mota|gizon bat loto-posizioan|gizon bat loto-posizioan: 6. mota|meditazio|yoga
🧘‍♀️;emakume bat loto-posizioan;emakume bat loto-posizioan|meditazio|yoga
	🧘🏻‍♀️;emakume bat loto-posizioan: 1–2. mota;1–2. mota|emakume bat loto-posizioan|emakume bat loto-posizioan: 1–2. mota|meditazio|yoga
	🧘🏼‍♀️;emakume bat loto-posizioan: 3. mota;3. mota|emakume bat loto-posizioan|emakume bat loto-posizioan: 3. mota|meditazio|yoga
	🧘🏽‍♀️;emakume bat loto-posizioan: bitarteko azal-tonua;bitarteko azal-tonua|emakume bat loto-posizioan|emakume bat loto-posizioan: bitarteko azal-tonua|meditazio|yoga
	🧘🏾‍♀️;emakume bat loto-posizioan: 5. mota;5. mota|emakume bat loto-posizioan|emakume bat loto-posizioan: 5. mota|meditazio|yoga
	🧘🏿‍♀️;emakume bat loto-posizioan: 6. mota;6. mota|emakume bat loto-posizioan|emakume bat loto-posizioan: 6. mota|meditazio|yoga
🛀;pertsona bat bainatzen;bainu|bainuontzi|pertsona bat bainatzen
	🛀🏻;pertsona bat bainatzen: 1–2. mota;1–2. mota|bainu|bainuontzi|pertsona bat bainatzen|pertsona bat bainatzen: 1–2. mota
	🛀🏼;pertsona bat bainatzen: 3. mota;3. mota|bainu|bainuontzi|pertsona bat bainatzen|pertsona bat bainatzen: 3. mota
	🛀🏽;pertsona bat bainatzen: bitarteko azal-tonua;bainu|bainuontzi|bitarteko azal-tonua|pertsona bat bainatzen|pertsona bat bainatzen: bitarteko azal-tonua
	🛀🏾;pertsona bat bainatzen: 5. mota;5. mota|bainu|bainuontzi|pertsona bat bainatzen|pertsona bat bainatzen: 5. mota
	🛀🏿;pertsona bat bainatzen: 6. mota;6. mota|bainu|bainuontzi|pertsona bat bainatzen|pertsona bat bainatzen: 6. mota
🛌;pertsona bat ohean;gabon|hotela|lo|pertsona bat ohean
	🛌🏻;pertsona bat ohean: 1–2. mota;1–2. mota|gabon|hotela|lo|pertsona bat ohean|pertsona bat ohean: 1–2. mota
	🛌🏼;pertsona bat ohean: 3. mota;3. mota|gabon|hotela|lo|pertsona bat ohean|pertsona bat ohean: 3. mota
	🛌🏽;pertsona bat ohean: bitarteko azal-tonua;bitarteko azal-tonua|gabon|hotela|lo|pertsona bat ohean|pertsona bat ohean: bitarteko azal-tonua
	🛌🏾;pertsona bat ohean: 5. mota;5. mota|gabon|hotela|lo|pertsona bat ohean|pertsona bat ohean: 5. mota
	🛌🏿;pertsona bat ohean: 6. mota;6. mota|gabon|hotela|lo|pertsona bat ohean|pertsona bat ohean: 6. mota
🧑‍🤝‍🧑;bi pertsona elkarri eskua ematen;bi pertsona elkarri eskua ematen|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏻‍🤝‍🧑🏻;bi pertsona elkarri eskua ematen: 1–2. mota;1–2. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 1–2. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏻‍🤝‍🧑🏼;bi pertsona elkarri eskua ematen: 1–2. mota eta 3. mota;1–2. mota|3. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 1–2. mota eta 3. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏻‍🤝‍🧑🏽;bi pertsona elkarri eskua ematen: 1–2. mota eta bitarteko azal-tonua;1–2. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 1–2. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏻‍🤝‍🧑🏾;bi pertsona elkarri eskua ematen: 1–2. mota eta 5. mota;1–2. mota|5. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 1–2. mota eta 5. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏻‍🤝‍🧑🏿;bi pertsona elkarri eskua ematen: 1–2. mota eta 6. mota;1–2. mota|6. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 1–2. mota eta 6. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏼‍🤝‍🧑🏻;bi pertsona elkarri eskua ematen: 3. mota eta 1–2. mota;1–2. mota|3. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 3. mota eta 1–2. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏼‍🤝‍🧑🏼;bi pertsona elkarri eskua ematen: 3. mota;3. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 3. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏼‍🤝‍🧑🏽;bi pertsona elkarri eskua ematen: 3. mota eta bitarteko azal-tonua;3. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 3. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏼‍🤝‍🧑🏾;bi pertsona elkarri eskua ematen: 3. mota eta 5. mota;3. mota|5. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 3. mota eta 5. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏼‍🤝‍🧑🏿;bi pertsona elkarri eskua ematen: 3. mota eta 6. mota;3. mota|6. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: 3. mota eta 6. mota|bikotea|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏽‍🤝‍🧑🏻;bi pertsona elkarri eskua ematen: bitarteko azal-tonua eta 1–2. mota;1–2. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: bitarteko azal-tonua eta 1–2. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏽‍🤝‍🧑🏼;bi pertsona elkarri eskua ematen: bitarteko azal-tonua eta 3. mota;3. mota|bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: bitarteko azal-tonua eta 3. mota|bikotea|bitarteko azal-tonua|elkarri eskua ematen|eman|eskua|pertsona
	🧑🏽‍🤝‍🧑🏽;bi pertsona elkarri eskua ematen: bitarteko azal-tonua;bi pertsona elkarri eskua ematen|bi pertsona elkarri eskua ematen: bitarteko azal-tonua|bikotea|bitarteko azal-tonua|elkarri eskua ematen|eman|eskua|pertsona
