# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;barre egiten ari den aurpegia;aurpegi|barre egiten ari den aurpegia|irribarre
	👨🏻‍❤️‍👨🏿;bihotza erdian duen bikotea: gizona, gizona, 1–2. mota eta 6. mota;1–2. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 1–2. mota eta 6. mota|bikotea|gizona|maitasuna
	👨🏼‍❤️‍👨🏻;bihotza erdian duen bikotea: gizona, gizona, 3. mota eta 1–2. mota;1–2. mota|3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 3. mota eta 1–2. mota|bikotea|gizona|maitasuna
	👨🏼‍❤️‍👨🏼;bihotza erdian duen bikotea: gizona, gizona eta 3. mota;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona eta 3. mota|bikotea|gizona|maitasuna
	👨🏼‍❤️‍👨🏽;bihotza erdian duen bikotea: gizona, gizona, 3. mota eta bitarteko azal-tonua;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 3. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|gizona|maitasuna
	👨🏼‍❤️‍👨🏾;bihotza erdian duen bikotea: gizona, gizona, 3. mota eta 5. mota;3. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 3. mota eta 5. mota|bikotea|gizona|maitasuna
	👨🏼‍❤️‍👨🏿;bihotza erdian duen bikotea: gizona, gizona, 3. mota eta 6. mota;3. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 3. mota eta 6. mota|bikotea|gizona|maitasuna
	👨🏽‍❤️‍👨🏻;bihotza erdian duen bikotea: gizona, gizona, bitarteko azal-tonua eta 1–2. mota;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, bitarteko azal-tonua eta 1–2. mota|bikotea|bitarteko azal-tonua|gizona|maitasuna
	👨🏽‍❤️‍👨🏼;bihotza erdian duen bikotea: gizona, gizona, bitarteko azal-tonua eta 3. mota;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, bitarteko azal-tonua eta 3. mota|bikotea|bitarteko azal-tonua|gizona|maitasuna
	👨🏽‍❤️‍👨🏽;bihotza erdian duen bikotea: gizona, gizona eta bitarteko azal-tonua;bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|gizona|maitasuna
	👨🏽‍❤️‍👨🏾;bihotza erdian duen bikotea: gizona, gizona, bitarteko azal-tonua eta 5. mota;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, bitarteko azal-tonua eta 5. mota|bikotea|bitarteko azal-tonua|gizona|maitasuna
	👨🏽‍❤️‍👨🏿;bihotza erdian duen bikotea: gizona, gizona, bitarteko azal-tonua eta 6. mota;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, bitarteko azal-tonua eta 6. mota|bikotea|bitarteko azal-tonua|gizona|maitasuna
	👨🏾‍❤️‍👨🏻;bihotza erdian duen bikotea: gizona, gizona, 5. mota eta 1–2. mota;1–2. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 5. mota eta 1–2. mota|bikotea|gizona|maitasuna
	👨🏾‍❤️‍👨🏼;bihotza erdian duen bikotea: gizona, gizona, 5. mota eta 3. mota;3. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 5. mota eta 3. mota|bikotea|gizona|maitasuna
	👨🏾‍❤️‍👨🏽;bihotza erdian duen bikotea: gizona, gizona, 5. mota eta bitarteko azal-tonua;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 5. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|gizona|maitasuna
	👨🏾‍❤️‍👨🏾;bihotza erdian duen bikotea: gizona, gizona eta 5. mota;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona eta 5. mota|bikotea|gizona|maitasuna
	👨🏾‍❤️‍👨🏿;bihotza erdian duen bikotea: gizona, gizona, 5. mota eta 6. mota;5. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 5. mota eta 6. mota|bikotea|gizona|maitasuna
	👨🏿‍❤️‍👨🏻;bihotza erdian duen bikotea: gizona, gizona, 6. mota eta 1–2. mota;1–2. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 6. mota eta 1–2. mota|bikotea|gizona|maitasuna
	👨🏿‍❤️‍👨🏼;bihotza erdian duen bikotea: gizona, gizona, 6. mota eta 3. mota;3. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 6. mota eta 3. mota|bikotea|gizona|maitasuna
	👨🏿‍❤️‍👨🏽;bihotza erdian duen bikotea: gizona, gizona, 6. mota eta bitarteko azal-tonua;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 6. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|gizona|maitasuna
	👨🏿‍❤️‍👨🏾;bihotza erdian duen bikotea: gizona, gizona, 6. mota eta 5. mota;5. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 6. mota eta 5. mota|bikotea|gizona|maitasuna
	👨🏿‍❤️‍👨🏿;bihotza erdian duen bikotea: gizona, gizona eta 6. mota;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona eta 6. mota|bikotea|gizona|maitasuna
👩‍❤️‍👩;bihotza erdian duen bikotea: emakumea eta emakumea;bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea eta emakumea|bikotea|emakumea|maitasuna
	👩🏻‍❤️‍👩🏻;bihotza erdian duen bikotea: emakumea, emakumea eta 1–2. mota;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea eta 1–2. mota|bikotea|emakumea|maitasuna
	👩🏻‍❤️‍👩🏼;bihotza erdian duen bikotea: emakumea, emakumea, 1–2. mota eta 3. mota;1–2. mota|3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 1–2. mota eta 3. mota|bikotea|emakumea|maitasuna
	👩🏻‍❤️‍👩🏽;bihotza erdian duen bikotea: emakumea, emakumea, 1–2. mota eta bitarteko azal-tonua;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 1–2. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|maitasuna
	👩🏻‍❤️‍👩🏾;bihotza erdian duen bikotea: emakumea, emakumea, 1–2. mota eta 5. mota;1–2. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 1–2. mota eta 5. mota|bikotea|emakumea|maitasuna
	👩🏻‍❤️‍👩🏿;bihotza erdian duen bikotea: emakumea, emakumea, 1–2. mota eta 6. mota;1–2. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 1–2. mota eta 6. mota|bikotea|emakumea|maitasuna
	👩🏼‍❤️‍👩🏻;bihotza erdian duen bikotea: emakumea, emakumea, 3. mota eta 1–2. mota;1–2. mota|3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 3. mota eta 1–2. mota|bikotea|emakumea|maitasuna
	👩🏼‍❤️‍👩🏼;bihotza erdian duen bikotea: emakumea, emakumea eta 3. mota;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea eta 3. mota|bikotea|emakumea|maitasuna
	👩🏼‍❤️‍👩🏽;bihotza erdian duen bikotea: emakumea, emakumea, 3. mota eta bitarteko azal-tonua;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 3. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|maitasuna
	👩🏼‍❤️‍👩🏾;bihotza erdian duen bikotea: emakumea, emakumea, 3. mota eta 5. mota;3. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 3. mota eta 5. mota|bikotea|emakumea|maitasuna
	👩🏼‍❤️‍👩🏿;bihotza erdian duen bikotea: emakumea, emakumea, 3. mota eta 6. mota;3. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 3. mota eta 6. mota|bikotea|emakumea|maitasuna
	👩🏽‍❤️‍👩🏻;bihotza erdian duen bikotea: emakumea, emakumea, bitarteko azal-tonua eta 1–2. mota;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, bitarteko azal-tonua eta 1–2. mota|bikotea|bitarteko azal-tonua|emakumea|maitasuna
	👩🏽‍❤️‍👩🏼;bihotza erdian duen bikotea: emakumea, emakumea, bitarteko azal-tonua eta 3. mota;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, bitarteko azal-tonua eta 3. mota|bikotea|bitarteko azal-tonua|emakumea|maitasuna
	👩🏽‍❤️‍👩🏽;bihotza erdian duen bikotea: emakumea, emakumea eta bitarteko azal-tonua;bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|maitasuna
	👩🏽‍❤️‍👩🏾;bihotza erdian duen bikotea: emakumea, emakumea, bitarteko azal-tonua eta 5. mota;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, bitarteko azal-tonua eta 5. mota|bikotea|bitarteko azal-tonua|emakumea|maitasuna
	👩🏽‍❤️‍👩🏿;bihotza erdian duen bikotea: emakumea, emakumea, bitarteko azal-tonua eta 6. mota;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, bitarteko azal-tonua eta 6. mota|bikotea|bitarteko azal-tonua|emakumea|maitasuna
	👩🏾‍❤️‍👩🏻;bihotza erdian duen bikotea: emakumea, emakumea, 5. mota eta 1–2. mota;1–2. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 5. mota eta 1–2. mota|bikotea|emakumea|maitasuna
	👩🏾‍❤️‍👩🏼;bihotza erdian duen bikotea: emakumea, emakumea, 5. mota eta 3. mota;3. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 5. mota eta 3. mota|bikotea|emakumea|maitasuna
	👩🏾‍❤️‍👩🏽;bihotza erdian duen bikotea: emakumea, emakumea, 5. mota eta bitarteko azal-tonua;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 5. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|maitasuna
	👩🏾‍❤️‍👩🏾;bihotza erdian duen bikotea: emakumea, emakumea eta 5. mota;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea eta 5. mota|bikotea|emakumea|maitasuna
	👩🏾‍❤️‍👩🏿;bihotza erdian duen bikotea: emakumea, emakumea, 5. mota eta 6. mota;5. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 5. mota eta 6. mota|bikotea|emakumea|maitasuna
	👩🏿‍❤️‍👩🏻;bihotza erdian duen bikotea: emakumea, emakumea, 6. mota eta 1–2. mota;1–2. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 6. mota eta 1–2. mota|bikotea|emakumea|maitasuna
	👩🏿‍❤️‍👩🏼;bihotza erdian duen bikotea: emakumea, emakumea, 6. mota eta 3. mota;3. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 6. mota eta 3. mota|bikotea|emakumea|maitasuna
	👩🏿‍❤️‍👩🏽;bihotza erdian duen bikotea: emakumea, emakumea, 6. mota eta bitarteko azal-tonua;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 6. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|maitasuna
	👩🏿‍❤️‍👩🏾;bihotza erdian duen bikotea: emakumea, emakumea, 6. mota eta 5. mota;5. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea, 6. mota eta 5. mota|bikotea|emakumea|maitasuna
	👩🏿‍❤️‍👩🏿;bihotza erdian duen bikotea: emakumea, emakumea eta 6. mota;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, emakumea eta 6. mota|bikotea|emakumea|maitasuna
👨‍👩‍👦;familia: gizona, emakumea eta mutila;aita|ama|emakumea|familia|familia: gizona, emakumea eta mutila|gizona|haurra|mutila
👨‍👩‍👧;familia: gizona, emakumea eta neska;aita|ama|emakumea|familia|familia: gizona, emakumea eta neska|gizona|haurra|neska
👨‍👩‍👧‍👦;familia: gizona, emakumea, neska eta mutila;aita|ama|emakumea|familia|familia: gizona, emakumea, neska eta mutila|gizona|haurra|mutila|neska
👨‍👩‍👦‍👦;familia: gizona, emakumea, mutila eta mutila;aita|ama|emakumea|familia|familia: gizona, emakumea, mutila eta mutila|gizona|haurra|mutila
👨‍👩‍👧‍👧;familia: gizona, emakumea, neska eta neska;aita|ama|emakumea|familia|familia: gizona, emakumea, neska eta neska|gizona|haurra|neska
👨‍👨‍👦;familia: gizona, gizona eta mutila;aita|ama|familia|familia: gizona, gizona eta mutila|gizona|haurra|mutila
👨‍👨‍👧;familia: gizona, gizona eta neska;aita|ama|familia|familia: gizona, gizona eta neska|gizona|haurra|neska
👨‍👨‍👧‍👦;familia: gizona, gizona, neska eta mutila;aita|ama|familia|familia: gizona, gizona, neska eta mutila|gizona|haurra|mutila|neska
👨‍👨‍👦‍👦;familia: gizona, gizona, mutila eta mutila;aita|ama|familia|familia: gizona, gizona, mutila eta mutila|gizona|haurra|mutila
👨‍👨‍👧‍👧;familia: gizona, gizona, neska eta neska;aita|ama|familia|familia: gizona, gizona, neska eta neska|gizona|haurra|neska
👩‍👩‍👦;familia: emakumea, emakumea eta mutila;aita|ama|emakumea|familia|familia: emakumea, emakumea eta mutila|haurra|mutila
👩‍👩‍👧;familia: emakumea, emakumea eta neska;aita|ama|emakumea|familia|familia: emakumea, emakumea eta neska|haurra|neska
👩‍👩‍👧‍👦;familia: emakumea, emakumea, neska eta mutila;aita|ama|emakumea|familia|familia: emakumea, emakumea, neska eta mutila|haurra|mutila|neska
👩‍👩‍👦‍👦;familia: emakumea, emakumea, mutila eta mutila;aita|ama|emakumea|familia|familia: emakumea, emakumea, mutila eta mutila|haurra|mutila
👩‍👩‍👧‍👧;familia: emakumea, emakumea, neska eta neska;aita|ama|emakumea|familia|familia: emakumea, emakumea, neska eta neska|haurra|neska
👨‍👦;familia: gizona eta mutila;aita|ama|familia|familia: gizona eta mutila|gizona|haurra|mutila
👨‍👦‍👦;familia: gizona, mutila eta mutila;aita|ama|familia|familia: gizona, mutila eta mutila|gizona|haurra|mutila
👨‍👧;familia: gizona eta neska;aita|ama|familia|familia: gizona eta neska|gizona|haurra|neska
👨‍👧‍👦;familia: gizona, neska eta mutila;aita|ama|familia|familia: gizona, neska eta mutila|gizona|haurra|mutila|neska
👨‍👧‍👧;familia: gizona, neska eta neska;aita|ama|familia|familia: gizona, neska eta neska|gizona|haurra|neska
👩‍👦;familia: emakumea eta mutila;aita|ama|emakumea|familia|familia: emakumea eta mutila|haurra|mutila
👩‍👦‍👦;familia: emakumea, mutila eta mutila;aita|ama|emakumea|familia|familia: emakumea, mutila eta mutila|haurra|mutila
👩‍👧;familia: emakumea eta neska;aita|ama|emakumea|familia|familia: emakumea eta neska|haurra|neska
👩‍👧‍👦;familia: emakumea, neska eta mutila;aita|ama|emakumea|familia|familia: emakumea, neska eta mutila|haurra|mutila|neska
👩‍👧‍👧;familia: emakumea, neska eta neska;aita|ama|emakumea|familia|familia: emakumea, neska eta neska|haurra|neska
🗣️;aurrera hitz egiten ari den burua;aurpegi|aurrera hitz egiten ari den burua|buru|hitz egin|hizketan ari den burua|silueta
👤;soinaren silueta;silueta|soin|soinaren silueta
👥;soinen siluetak;silueta|soin|soinen siluetak
🫂;elkar besarkatzen ari den jendea;agur|besarkada|elkar besarkatzen ari den jendea|eskerrik asko|kaixo
👪;familia;aita|ama|familia|haurra
🧑‍🧑‍🧒;familia: nagusia, nagusia, haurra;familia: nagusia|familia: nagusia, nagusia, haurra|haurra|nagusia
🧑‍🧑‍🧒‍🧒;familia: nagusia, nagusia, haurra, haurra;familia: nagusia|familia: nagusia, nagusia, haurra, haurra|haurra|nagusia
🧑‍🧒;familia: nagusia, haurra;familia: nagusia|familia: nagusia, haurra|haurra
🧑‍🧒‍🧒;familia: nagusia, haurra, haurra;familia: nagusia|familia: nagusia, haurra, haurra|haurra
👣;oin-aztarnak;arropa|aztarna|gorputz|oin|oin-aztarnak

[animals_nature]
🐵;tximu-aurpegia;aurpegia|tximu-aurpegia|tximua
🐒;tximua;tximu|tximua
🦍;gorila;animalia|gorila
🦧;orangutana;orangutana|tximinoa
🐶;txakur-aurpegia;aurpegia|maskota|txakur-aurpegia|txakurra
🐕;txakur;maskota|txakur
🦮;itsu-txakurra;gida|irisgarritasuna|itsu-txakurra|itsua
🐕‍🦺;laguntza-txakurra;irisgarritasun|laguntza|laguntza-txakurra|txakur
🐩;canichea;canichea|txakur
🐺;otso;aurpegia|otso|otsoa
🦊;azeria;aurpegia|azeria
🦝;mapatxe;kuxkuxero|maltzur|mapatxe
🐱;katu-aurpegia;aurpegia|katu-aurpegia|katua|maskota
🐈;katua;katua|maskota
🐈‍⬛;katu beltza;katu beltza
🦁;lehoi;aurpegia|lehoi|lehoia|leo|zodiakoa
🐯;tigre-aurpegia;aurpegia|tigre-aurpegia|tigrea
🐅;tigrea;tigrea
🐆;lehoinabarra;lehoinabar|lehoinabarra
🐴;zaldi-aurpegia;aurpegia|zaldi-aurpegia|zaldia
🫎;altzea;adarrak|altzea|animalia|orein kanadarra|ugaztuna|wapitia
🫏;astoa;animalia|astarra|astoa|astokoa|burugogorra|mandoa|tematia|ugaztuna
🐎;zaldia;lasterketa|zaldi|zaldia
🦄;adarbakar;adarbakar|adarbakarra|aurpegia
🦓;zebra;marra|zebra
🦌;oreina;animalia|orein|oreina
🦬;bisonte;bisonte|bisontea|bufaloa|taldea
🐮;behi-aurpegi;aurpegia|behi-aurpegi|behia
🐂;idia;idia|taurus|zezen|zodiako
🐃;ur-bufaloa;bufaloa|ur-bufaloa|ura
🐄;behia;behi|behia
🐷;txerri-aurpegia;aurpegia|txerri-aurpegia|txerria
🐖;txerria;eme|txerri|txerria
🐗;basurdea;ar|basurdea|txerri
🐽;txerri-sudurra;aurpegia|sudurra|txerri-sudurra|txerria
🐏;zikiroa;ardi|aries|zikiroa|zodiako
🐑;ardi;ardi|ardia|eme
🐐;ahuntza;ahuntza|capricornus|zodiako
🐪;gamelua;dromedario|gamelua|tontor
🐫;bi tontorreko gamelua;bactria|bi tontorreko gamelua|gamelu|tontor
🦙;llama;alpaka|artile|bikuina|guanako|llama
🦒;jirafa;jirafa|orbanak
🐘;elefantea;elefante|elefantea
🦣;mamut;desagerpena|handia|hortza|iletsua|mamut
🦏;errinozeroa;animalia|errinozero|errinozeroa
🦛;hipopotamo;hipopotamo
🐭;sagu-aurpegia;aurpegia|sagu-aurpegia|sagua
🐁;sagua;sagu|sagua
🐀;arratoia;arratoi|arratoia
🐹;hamsterra;aurpegia|hamster|hamsterra|maskota
🐰;untxi-aurpegia;aurpegia|maskota|untxi-aurpegia|untxia
🐇;untxia;maskota|untxi|untxia
🐿️;lurreko urtxintxa;lurreko urtxintxa|urtxintxa
🦫;kastore;kastore|kastorea|presa
🦔;triku;eztendun|triku
🦇;saguzarra;animalia|banpiro|saguzar|saguzarra
🐻;hartz;aurpegia|hartz|hartza
🐻‍❄️;hartz zuria;artikoa|hartz zuria|hartza|zuria
🐨;koala;aurpegia|koala|martsupiala
🐼;panda;aurpegia|panda
🦥;nagia;alferra|motela|nagia
🦦;igaraba;arrantzatu|igaraba|jolastia
🦨;mofeta;kiratsa|mofeta
🦘;kanguru;jauzi egin|jauzia|kanguru|kangurua|kangurukumea|martsupiala|saltatu|saltoa
🦡;azkonar;azkonar|azkonar eztijale|gogaitu
🐾;atzapar-aztarnak;atzapar|atzapar-aztarnak|aztarna|oin
🦃;indioilarra;indioilar|indioilarra
🐔;oiloa;oilo|oiloa
🐓;oilarra;oilar|oilarra
🐣;arrautzetik irten berri den txita;arrautzatik irtetea|arrautzetik irten berri den txita|kumea|txita|txoria
🐤;txita;kumea|txita|txoria
🐥;aurrera begira dagoen txita;aurrera begira dagoen txita|kume|txita
🐦;txoria;txori|txoria
🐧;pinguinoa;pinguino|pinguinoa
🕊️;uxoa;bake|hegan|txori|uxoa
🦅;arranoa;arrano|arranoa|hegazti
🦆;ahatea;ahate|ahatea|hegazti
🦢;zisne;ahatetxo itsusi|txori|zisne|zisne txiki
🦉;hontza;hontz|hontza|jakitun
🦤;dodoa;desagerpena|dodo|dodoa|handia|Maurizio
🪶;luma;arina|hegaldia|luma|lumajea
🦩;flamenkoa;flamenkoa|ikusgarria|tropikala
🦚;hegazterren;arranditsu|harro|hegazterren|txori
🦜;loro;hitz egin|loro|pirata|txori
🪽;hegoa;abiazioa|aingerua|hegan|hegaz|hegazkinta|hegoa|mitologia|txoria
🐦‍⬛;txori beltza;belatxiki|belea|beltza|erroi|txori
🪿;antzara;antzara|etxeko hegaztia|hegaztia|karran-karran|karranka|txoria
🐦‍🔥;fenixa;berraragiztatzea|birsortzea|fantasia|fenixa|haragitzea|suzko hegaztia
🐸;igel-aurpegia;aurpegia|igel-aurpegia|igela
🐊;krokodiloa;krokodilo|krokodiloa
🐢;dortoka;dortoka|dortokoa
🦎;sugandila;narrasti|sugandila
🐍;sugea;mezulari|ofiuko|suge|sugea|zodiako
🐲;herensuge-aurpegia;aurpegia|herensuge-aurpegia|herensugea|ipuina
